GND,Biographie
117023477,"geb. am 7. Nov. 1860 in Czernowitz in der Bukowina, besuchte dort die Realschule und das Gymnasium, unterbrach aber im 17. Lebensjahre seine Studien und trat in eine Buchdruckerei ein. Später war er durch zwei Semester außerordentl. Hörer an der dortigen Universität und ging dann 1884 nach Wien, sich eine neue Existenz zu gründen. Ein Feuilleton ebnete ihm die Wege bei dem Tageblatt „Deutsche Volkszeitung“ in Reichenberg (Nordböhmen), bei dem er über zwei Iahre als Korrektor und Feuilletonist tätig war. Später war er ein Iahr lang Druckereileiter in Freistadt (Österr.Schlesien), Redakteur des „Gmundener Wochenblatts“ in Gmunden, 1890 Redakteur des „Mährisch-Schlesischen Grenzboten“ in MährischOstrau, 1892–94 Redakteur des „Mistek-Friedeker Blatt“ in Mistek in Mähren (vgl. Mährens Männer der Gegenwart von Hermann Heller. 5 Bde. Brünn 1892), 1894–95 Redakteur der „Seifenblasen“ in Wien, arbeitete 1895 und 1896 bei den Tagesblättern „Silesia“ (Troppau), „Tagesbote für Mähren und Schlesien“ (Brünn), „Freie Schlesische Presse“ (Troppau) und „Kreisblatt“ (Budweis) u. ging dann nach Leipzig, wo er als Mitarbeiter an verschiedenen Zeitschriften lebte. Im Iahre 1900 ging er nach Wien, gründete hier das illustrierte Familienblatt „Blaue Donau“, das er jedoch nach kurzem Erscheinen wieder eingehen ließ, und 1903 nach seiner Heimat Czernowitz, wo er in die Redaktion der „Bukowinaer Nachrichten“ eintrat. Hier soll er nach Kürschners Literaturkalender 1906 gestorben sein. Lose Blätter (Nn. u. Sk.), 1890. – Kleine Geschichten, 1894. – Nach freier Wahl (Lsp.), 1898. – Iermola (Dorfdrama, n. e. E. des Kraszewski), 1898. – Die Künstler-Arche (Sk. a. d. Leipziger Bohème), 1900. – Das letzte Glück (Schsp.), 1903. – Herbst (Eine Gesch. a. d. Bukowina), 1905."
117108731,"* am 25. März 1844 zu Lemberg in Galizien, absolvierte 1864 das Gymnasium u. bezog dann die Universität Wien, um die Rechte zu studieren. Aber seine schon im Gymnasium zutage getretene Vorliebe für Sprachstudien hatte zur Folge, daß er das Rechtsstudium aufgab und große Reisen (durch Frankreich, England, Italien, Belgien, Holland, die Schweiz, Deutschland und Nordamerika) unternahm. Erst 1873 kehrte er nach Österreich zurück. Hier wirkte er erst als Hilfslehrer am Gymnasium in Freudenthal (Österr. Schlesien), seit 1877 als Kollaborator an der k. k. Hofbibliothek zu Wien, schied aber 1879 aus dem Staatsdienste und ging 1880 nach England, um im British Museum in London zu arbeiten, später nach Leipzig, wo er noch ein Iahr Hörer an der Universität war und sich die Würde eines die später u. d. T.: sions“ er nach Wien zurück, wo er noch jetzt als unabhängiger Schriftsteller lebt. Studien und Skizzen, 1882. 2. A. 1892."
1329686438,"pseud. Lemberg geboren, kam in seinem 9. Iahre mit seinen Eltern nach Wien, wo er seine Studien beendete und noch jetzt als Inhaber eines Bankgeschäfts seinen Wohnsitz hat. 1871 promovierte er in Graz zum Spätherbst (Ge.), 1884. – Allein (Ge.), 1886. – Das Fräulein von Entragues (Schsp.), 1894. – Historien, 1895. – Liebe und Leben (Glossen), 1907."
104305126,"* am 2. Mai 1825 zu Selgs in Estland als der Sohn eines Verwalters, besuchte das Gymnasium in Neval, studierte vom Herbste 1844–50 in Dorpat Medizin und promovierte daselbst im August 1850. Er wurde darauf Arzt im Balladen und Lieder von –r–, Sch(ellbach), Glitsch, Stern und Wittorf, 1846."
117218235,"Bruder des Vorigen, wurde am 12. Mai 1832 in Swinemünde geboren, widmete sich der Bühne und erhielt seine Ausbildung vorwiegend durch den berühmten Herm. Hendrichs. Am 18. Oktbr. 1852 debütierte er in seiner Vaterstadt, fand dann Engagements in Riga (dreimal), Danzig, Breslau (Stadttheater, dreimal), Berlin (Wallnertheater), Pest, Prag, Graz, Brünn, Hamburg (Stadttheater), Köln, Berlin (Residenztheater), Stettin, Augsburg, machte 1867–68 mit Fanny Ianauschek ein Tournee durch den Westen Amerikas u. wirkte als Direktor 1872 in Verona u. Venedig, 1874–75 in Neuyork u. Baltimore, 1880–82 in Posen u. 1882–89 als Direktor des Viktoriatheaters in Berlin, wo er die großartigsten und kostspieligsten Ballette aufzuführen wagte. Bald danach siedelte er nach Elberfeld über, kehrte aber nach einigen Iahren nach Berlin zurück und ist hier am 9. Mai 1906 gestorben. Ferraro (Schsp.), 1855. – Die Ehre des Mannes (Schsp.), 1861. – Devereux (Tr.), 1861. – Eine Nacht in Solferino (Schsp.), 1862. – Die Görlitzer Iäger (Schsp.), 1870. – Geld (Schsp.), 1872. – Zwei Waisen (Schsp.), 1875."
117218766,"pseud. Scheerenberg, zember 1846 zu Lemberg in Galizien als der Sohn eines Ingenieurs geboren, der bei den hervorragendsten Eisenbahnbauten tätig war. Schon von frühester Iugend an kam Sch. viel in der Welt herum, besuchte die Realschulen in Wels, Budweis und Wien und wandte sich dann verschiedenen technischen Berufszweigen zu. Seit 1866 bereiste er auf eigene Faust, ohne irgendwelche Unterstützung zu genießen, Ungarn, Siebenbürgen, die ganze Balkanhalbinsel, Südrußland, nahm auch Dienst auf mehreren Schiffen, um den ferneren Orient zu erreichen und dort seine Reise fortzusetzen. Mit reichen Sprachkenntnissen kehrte Sch. 1874 endlich heim u. ließ sich in Wien als Schriftsteller nieder. 1882 übernahm er die Redaktion der „Kleinen Illustrierten Zeitung“, die im folgenden Iahre vergrößert wurde und nun unter dem Titel „Ost und West“ erschien; auch gründete er 1884 das humoristische Blatt „Till Eulenspiegel“, redigierte 1888–90 die „Internationale Kunstausstellungs-Zeitung“, seit 1890 die „Allgemeine Künstlerund Schriftsteller-Zeitung“, welche acht Iahrgänge erlebte und fast ausschließlich schriftstellerischen Agitationszwecken diente, und darauf die „Illustrierte Sonntagszeitung“, sowie die österreichischen Ausgaben von „Moderne Kunst“. Bilder aus dem serbischen Volksund Familienleben, 1882. – Verschlungene Wege (En.: Von der Landstraße. Meister Milutin), 1886. – Onkel Benjamin (Gesch. f. d. reif. Iugd.), 1889. – Iugendstürme (R.); arme Mujo (Orient. Gesch.), 1894. – Der Theologe (Schsp.), 1908."
117329053,"psd. wurde 1847 in Fischröden in Kurland, dem Gute ihres Vaters, des Frhrn. Theophil geboren und wuchs hier im Kreise von zehn Geschwistern auf. Im I. 1870 verkauften die Eltern ihr Gut u. zogen nach Libau, wo sich Gabriele zwei Iahre später mit dem Freiherrn G. v. Sch. vermählte. Die ersten zwei Iahre der Ehe verlebten die Gatten in Polangen bei Memel, wo der Freiherr Verwalter der Graf Tischkewitzschen Güter und Assessor des Grobinschen Kreises war. Seit 1877 lebten sie in der Kreisstadt Grobin, wo der Gatte Assessor des Hauptmannsgerichts wurde, u. seit 1881 in Libau, wohin er als Polizeimeister berufen worden war. Diesen Posten verlor der Freiherr v. Sch. infolge der berüchtigten Manasse schen Revision, und bald darauf verfiel er in eine schwere Krankheit, von der ihn der Tod nach zwei Iahren (1894) erlöste. Mitten in allen diesen schweren Sorgen griff die Gattin zur Feder, um durch ihre Erträge mit für die Erziehung ihrer beiden hoffnungsvollen Söhne beitragen zu können. Ihr Wirken und Schaffen hat denn auch gesegnete Früchte getragen. Sie lebt noch jetzt in Libau. Ums Brot (R.), 1899. – Ich will es sühnen (R.), 1901. – Ein Mutterherz. Ehre Vater und Mutter. Unser erster Weihnachtsbaum (3 En.), 1903. – Subotins Erbe (Krim.-R. a. d. russ. Gesellschaft), 1904. 3. A. 1907. – Erkämpft (R.), 1904. – Iugendschuld (R.), 1904. – Verblutet (R.), 1905. – Lebenskrisen (R.), 1905. – Iunge Ehen (Nn.), 1904. – Sonnensehnsucht (R.), 1911."
1055098747,"bekannt auch unter ihrem Mädchennamen 10. Septbr. 1864 zu Pernau geboren, wo ihr Vater Beamter am Zollamt war, kam infolge von Versetzungen des letzteren 1869 nach Riga u. 1873 in die astrachanische Kalmückensteppe u. kehrte 1879 nach Livland zurück, um hier ihre Erziehung und Schulbildung zu vollenden, die bis dahin im elterlichen Hause von Gouvernanten geleitet worden war. Im Iahr 1890 verheiratete sie sich mit dem Gutsbesitzer Arthur von Riesemann und lebt jetzt auf ihrem Gute Sternburg in der Land-Wiek in Estland in den glücklichsten Verhältnissen. Am Astjärw (Livländ. Sg.), 1889. ‒ Gedichte. 1894. ‒ Nesthäkchen (R.), 1898. ‒ Endlich gefunden (R.), 1900. ‒ Frau Herdanas Freier (R.), 1911. ‒ Wolgalieder (R.), 1912. ‒ Feuerzauber. Das lahme Lorchen (2 En.), 1912."
117506338,"wurde am 6. (18. n. St.) Septbr. 1854 zu Fellin in Livland gebor., wo sein Vater der Leiter einer in den baltischen Provinzen weit gekannten Privat-Erziehungsanstalt war. Mit großen Gaben für Musik ausgestattet, wünschte der Sohn sich ganz dieser Kunst zu widmen; doch gab der Vater seine Zustimmung dazu nur unter der Bedingung, daß jener erst seine Schulbildung zum Abschluß bringe. Nach absolviertem Abiturientenexamen begab sich Sch. nach Leipzig, wo er drei Iahre lang das Konservatorium besuchte u. zugleich an der Universität Philosophie und Ästhetik studierte. Von Leipzig ging er nach Berlin, wo er in Ioachims Hause lebte u. seine Studien an der Akademie, besonders unter Kiel, fortsetzte, und dann auf zwei weitere Iahre nach Wien. In die Heimat zurückgekehrt, ließ er sich in Riga nieder, wo er noch jetzt als Leiter eines Musikvereins und Mitarbeiter einer Zeitung lebt. Außer verschiedenen Liederkompositionen veröffentlichte er Gedichte u. Übersetzungen, 1882. – Die letzten Menschen. Ein Sommernachtstraum. Der Schatten (3 M. in V.), 1887."
116836814,"pseud. rius, Tharandt im Königreich Sachsen geboren, wo ihr Vater, der (1895 †) berühmte Naturforscherakademie war. Dieser folgte im I. 1868 einem Rufe als Professor der Botanik an die Universität Dorpat, und hier empfing die Tochter ihre Ausbildung, die sie 1872 durch Absolvierung des Lehrerinnenexamens zum Abschluß brachte. Nachdem sie 1873 ihren Vater auf seiner dritten Forschungsreise nach Spanien und den Balearen begleitet hatte, siedelte die Familie 1874 nach Prag über, wohin der Vater als Professor der Botanik u. Direktor des botanischen Gartens berufen worden war. Im Iahre 1878 begleitete sie den Vater zum internationalen botanischen Kongreß nach Paris u. auf eine sich daran schließende wissenschaftliche Reise in die Normandie und Bretagne. Seit dem Iahre 1883 lebte sie als Gattin des russischen Staatsrats C. Schneider in Petersburg u. wurde hier 1902 Witwe. Im I. 1906 verlegte sie ihren Wohnsitz nach Iena. Von ihren in den verschiedensten Blättern (Globus — Bohemia — Unsere Zeit — Nord u. Süd — Auf der Höhe — Heimat u. a.) zerstreuten Novellen, Skizzen und Märchen sind bisher gesondert erschienen Moderne Novellen, 1891. (Inhalt: Dmitri. – Die Narowanixe. – Ein Fragment. – Helgoland). – Schattenbilder aus dem Lande des Sonnenscheins (Poet. Nn.), 1896 (Inhalt: Santa Maria del Mar. – Sein Iugendtraum). – Ein letzter Wille (R.), 1906. – Verirrt (R.), 1905. – Herbstfäden (Nn.), 1913."
116836709,"geb. am 29. April 1805 zu Berlin, Sohn des als preußischer Kapellmeister beim Gardekorps verstorbenen Georg Abraham Schneider, begleitete schon als Knabe in den Iahren 1810–13 seine Eltern auf deren Kunstreisen u. betrat 1814 die Bühne zu Reval. Nach ihrer Rückkehr nach Berlin (1815) besuchte Ludwig das Werdersche Gymnasium und wurde 1820 hier Schauspieler an der kgl. Bühne, an der er, einige Iahre abgerechnet, in denen er teils seiner Militärpflicht genügte, teils England und Frankreich bereiste, bis zum Iahre 1848 als ausgezeichneter Komiker gewirkt hat. In den Iahren 1836–37 war er zugleich Lehrer des Englischen und Russischen an der allgemeinen Kriegsschule in Berlin. Mit dem Artilleriehauptmann W. Förster gab er unter dem Namen L. W. repertoir des Auslandes“ heraus; auch redigierte er seit 1833 den „Soldatenfreund“, ein Unterhaltungsblatt für niedere Militärs. Seit dem Iahre 1845 mit der Regie der königl. Oper in Berlin betraut, erregte seine politische Haltung 1848 so viel Unzufriedenheit u. veranlaßte derartige Volksdemonstrationen gegen seine Person, daß er von seiner Stellung am Theater zurücktrat und zunächst in Potsdam lebte, wo er bis 1854 in der konservativen „Deutschen Wehrzeitung“ u. später „Preußischen Wehrzeitung“ gegen die demokratischen Bestrebungen der Zeit ankämpfte. Friedrich Wilhelm hierauf zu seinem Vorleser und verlieh ihm den Titel eines Hofrats; seitdem war Sch. stets, auch auf Reisen, in der Begleitung des Königs. König Wilhelm Stellung, übergab auch die königl. Privatbibliothek seiner Aufsicht und ernannte ihn 1865 zum Geh. Hofrat. In den Iahren 1866 u. 1870 nahm Sch. als Berichterstatter für den „Staatsanzeiger“ im großen Hauptquartier an den Feldzügen teil. Besonderes Verdienst erwarb er sich noch um die Gründung des Vereins für die Geschichte der Stadt Potsdam, wie um die Hebung eines gleichen Vereins in Berlin. Er starb zu Potsdam am 16. Dezbr. 1878. Bilder aus Berlins Nächten (GenreSkizzen aus Geschichte, Phantasie u. Wirklichkeit), 1835. – Bellona (Nn. u. En. a. d. Kriegerleben), 1837. – Der böse Blick oder: Die Queiße in den Iahren 1538, 1638, 1738 und 1838 (Hist. R.); cosus (Repertoire f. d. deutsche Liederspiel), 1. Bdchn., 1838 (Inhalt: Der reisende Student, oder: Das Donnerwetter. – Der Kapellmeister von Venedig. – Fröhlich. – Wohlgemut). 2. A. 1857. – Schauspieler-Novellen; des königl. Opernhauses in Berlin, 1845. – Aus meinem Leben; bis 1880. – Im Bühnen-Repertoir des Auslandes wurden abgedruckt: Kean, oder: Leidenschaft und Genie (Schsp., 1837). – Die Zwillingsbrüder (P., 1839). – Der Oberst von 18 Iahren (Lsp., 1839). – Sie ist wahnsinnig (Drama, 1839). – Ieder fege vor seiner Tür (Lsp., 1842). – Die schöne Müllerin (Lsp., 1843). – Die Memoiren des Teufels (Lsp., 1843). – Leutnant und Konsul (Lsp., 1843). – Marquis und Dieb (Kom. O., 1843). – Der Heiratsantrag auf Helgoland (Lsp., 1844). – Er requiriert (Lrsp., 1844). – Die Schatzgräber (Ssp., 1845). – Ihr Bild (Lsp., 1846). – Eine Fensterpromenade (Lsp., deutsch, 1849). – In Blochs DilettantenBühne: Kurmärker u. Picarde (Genrebild), 1859. sep. 2. A. 1861. Neue A. 1909. – Die Unglücklichen (Lustsp. nach A. von Kotzebue), 1861. – Im Bühnen-Almanach: Der Schauspieldirektor (Kom. Operette), 1861."
116857285,"entstammt einer uralten, bis 1762 in Mecklenburg-Strelitz ansässigen und dann nach Livland eingewanderten Familie und wurde hier am 6. (18. n. St.) Dezbr. 1850 in der Ostseestadt Pernau geboren. Sein Großvater war Bürgermeister, sein Vater praktischer Arzt daselbst; letzterer starb aber schon 1851. Im Iahre 1858 begleitete seine Mutter ihren lungenkranken Bruder nach Italien, und so war es dem Sohn schon in frühester Kindheit vergönnt, das gelobte Land kennen zu lernen, was einen unauslöschlichen, auf sein ganzes Leben bestimmend einwirkenden Eindruck hinterließ. In Rom, wo der Oheim starb, lernte seine Mutter den Arzt aus Petersburg, nen, der dem kranken Bruder Hilfe geleistet hatte; sie verheiratete sich später mit ihm und so kam Heinrich nach Petersburg, wo er das Wiedemannsche Privatgymnasium absolvierte. 1869 bezog er zum Studium der Medizin die Universität Dorpat und setzte seit 1871 dieses Studium in Berlin fort. In dem folgenden Iahre unternahm er, von Sehnsucht nach Italien getrieben, eine große Reise durch dieses ganze Land und nach Ägypten und kehrte über den Orient im Mai 1873 nach Wien zur Eröffnung der Weltausstellung zurück. Inzwischen war seine Familie nach Heidelberg übergesiedelt, wo sein Stiefvater sich angekauft und die badische Staatsangehörigkeit erworben hatte, und hier nahm nun S. seine Studien wieder auf, die sich aber nun mehr auf das philosophische und kunstgeschichtliche Gebiet ausdehnten. 1874 unternahm er wieder eine größere Reise zu Studienzwecken durch Holland und Belgien, nach London und Paris, erwarb sich 1875 in Heidelberg die Würde eines phil. zurück, wo er nun neben andern Studien auch die medizinischen wieder aufnahm. Dann begab er sich nach Italien und nahm seinen ständigen Wohnsitz in Florenz, von wo aus er abwechselnd alle kunsthistorisch interessierten Städte Italiens besuchte. Mit Ausnahme der Iahre 1879–80, die er in München zubrachte, blieb er bis 1890 in Italien, und unternahm von hier aus noch zwei größere Reisen: 1887 nach Griechenland und besonders nach den griechischen Inseln und 1888–89 um das westliche Bassin des mittelländischen Meeres durch Südfrankreich, ganz Spanien, durch Oran und Algier. In diesem Zeitraum entstanden auch die Entwürfe zu seinen philosophischen Werken „Kritik der wissenschaftlichen Erkenntnis“ (1898) und „Probleme. Kritische Studien über den Monismus“(1900). Im Iahre 1890 verheiratete er sich und gründete in Dresden seinen Hausstand. Leider verlor er schon nach vier Iahren sein geliebtes Weib, und nun siedelte er nach Leipzig über, wo er sein medizinisches Studium zu Ende führte u. sich dann als Schriftsteller betätigte. Seit 1909 hat er seinen Wohnsitz in Nürnberg. Über das Dämonische bei Goethe (Essay), 1901. – Fremdes Glück (N.), 1902. – Rettung (R.), 1904. – Kaiser Tiberius auf Capri (Hist. R.), 1908. – Rafael von Urbino (Kulturhistor. R.), 1911."
116911832,"geb. Petersenn, Treyden, in Wenden in Livland gebor., besuchte die höhere Töchterschule daselbst und absolvierte am Gymnasium in Riga ihr Examen als Hauslehrerin. Sie verheiratete sich bald darauf an Karl Sch. in St. Petersburg u. lebte daselbst bis 1910, worauf sie nach Wiesbaden übersiedelte. Bunte Märchen, 1887. 2. A. 1896. – Klumpe-Dumpe und andere Märchen, 1892. – Liebeswirren (Nn.), 1893. – Ein unmodernes Mädchen (R.), 1903. – Fort damit! (Lsp.), 1904. – Selbstverrat (Dr.), 1905. – Vorstudien (Lustsp.), 1908. – Nachsaison (Lustsp.), 1908. – Sturm (Schsp.), 1910."
