identifier,original,surname_y,prename_y,Zusatz,alternative_names_y,place_of_birth,place_of_death,date_of_birth,date_of_death,biography,bibliography,alternative_names,alternative_biography,alternative_bibliography,wohnort_1,wohnort_2,wohnort_3,wohnort_4,wohnort_5,wohnort_6,wohnort_7,wohnort_8,wohnort_9,wohnort_10,wohnort_11,wohnort_12,wohnort_13,wohnort_14,wohnort_15,wohnort_16,wohnort_17,wohnort_18,Sprache,Sprache_2,Sprache_3,Sprache_4,Sprache_5,Sprache_6,Sprache_7,Sprache_8
128099658,Schuppe Emilie,Schuppe,Emilie,,,Brieg,,1843-11-10,1915,"Schuppe, Frl. Emilie, Ps. H. M. Frey, Breslau, Kl. Scheitnigerstrasse 12, am 10. November 1843 als sechstes Kind des damaligen Stadtgerichtsdirektors Heinrich Schuppe in Brieg in Schlesien geboren, war sie ein Jahr alt, als ihr Vater als Oberlandesgerichtsrat nach Gross-Glogau versetzt wurde, wo sie ihre Kindheit verlebte. 1858 kam ihr Vater als Obertribunalsrat nach Berlin. Dort besuchte sie noch anderthalb Jahre die höhere Töchterschule. 1864 nahm ihr Vater seinen Abschied und zog nach Breslau. 1880 fing sie an zu schriftstellern, da sie seit dieser Zeit unentwegt schwere chronische Leiden verfolgen, welche sie nicht teilnehmen lassen an dem Leben gesunder Menschen. Werke s. H. M. Frey.",,,,,Gross-Glogau,Breslau,Brieg,Glogau,Berlin,,,,,,,,,,,,,,,,,,,,,
1144986044,Schurz Mathilde,Schurz,Mathilde,,,Prag,,1868-08-11,,"Schurz, Frl. Mathilde, Ps. F. Devantier, Wien XV., Mariahilfer Gürtel 41, wurde am 11. August 1868 in Prag als echtes Theaterkind im Neustädter Theater, dem ihre Eltern angehörten, geboren. Auch M. sollte, nachdem man bei ihr hervorragendes theatralisches Talent fand, für die Bühne ausgebildet werden. Sie konnte aber infolge eines Halsleidens diesem Berufe nicht nachkommen. 1885 erschien ihr erstes Feuilleton in der Wiener »Presse«. Seither schreibt sie Novelletten und Feuilletons für verschiedene Zeitungen und Zeitschriften. Seit zwei Jahren schreibt sie den humoristischen Briefkasten der »Deutschen Warte«. In der »Illustrierten Welt« sind zwei mundartliche Erzählungen von ihr erschienen.","‒ 's Seeröserl. Erzählg. Mit Titelbild. 8. (45 m. Bildnis.) Lübeck, Verlag der Novellen-Bibliothek. –.50",,,,Prag,Wien,Neustädter Theater,,,,,,,,,,,,,,,,,,,,,,,
117325937,Schwab Frida,Schwab,Frida,,,,,1856,,"Schwab, Frida, Frankfurt a. M., geboren den 25. Januar 1856 in Dürkheim. Sie ist als Malerin und Schriftstellerin thätig.","‒ Fata Morgana. Dichtungen. 8. (160) München 1894, Münchner Handelsdruckerei u. Verlagsanstalt M. Poessl. 2.–",,,,Frankfurt a. M.,Dürkheim,,,,,,,,,,,,,,,,,,,,,,,,
127970789,Schweichel Elise,Schweichel,Elise,,,,,1831,1912,"Schweichel, Elise, Schöneberg bei Berlin, Akazienstrasse 6 III, wurde am 17. September 1831 zu Königsberg in Preussen als Tochter des Kaufmanns Langer geboren, verheiratete sich im Jahre 1855 mit dem bekannten Schriftsteller Robert Schweichel und lebte mit ihrem Gatten abwechselnd in der Schweiz, Berlin, Leipzig, Hannover,",‒ Dunkle Mächte. Rom. In Fesseln. Nov. Illustr. v. O. Herrfurth. Berlin 1897. H. Hillger.,Schweichel Elise,"Dunkle Mächte. Rom. In Fesseln. Nov. 12. (127 m. 25 Illustr.) Berlin 1897, H. Hillger. –.20 Ergänzg. zu Elise Schweichel. Band II.",,Königsberg,Hannover,Leipzig,Berlin,Schöneberg,Hill,Rom,Berlin,Rom,,,,,,,,,,Französisch,Englisch,,,,,,
1081980958,Seeberg Friederike,Seeberg,Friederike,,,,Sankt Petersburg,1826-10-23,1868-05-20,"Seeberg, Friederike, geb. Hesselberg, geboren den 23. Oktober 1826 in Dalbingen, gestorben den 20. Mai 1868.","‒ Am Fusse des Ölberges. Ein Blütenstrauss hinterlassener Dichtgn. 1. Tl. 16. (163) Eisenach 1872, Bacmeister. geb. m. Goldschn. 3.– ‒ Das Stift. Nordische Photographieen. 3 Bde. 1860–1862.",,,,Seeberg,Dalbingen,,,,,,,,,,,,,,,,,,,,,,,,
120967340,Seidel Emilie,Seidel,Emilie,,,,,1804,1875,"Seidel, Emilie, geb. Löwecke, geboren am 20. April 1804 in Berlin, gestorben 1875.","‒ Friede sei mit euch! Gedichte zum Geleit durch das Leben. 8. (124) Berlin 1869, Haude & Spener. 1.–geb. 1.50",,,,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,
117468010,Seiler Wilhelmine,Seiler,Wilhelmine,,,,,1826,1909,"Seiler, Frau Wilhelmine, geb. Adam, Miesbach O.-B., geboren am 4. März 1827, verheiratete sie sich mit Professor Robert Seiler in Miesbach, Oberbayern. Viele ihrer Gedichte erschienen in Anthologieen.",‒ Marienblumen. Gedichte. 1878.,,,,Miesbach,,,,,,,,,,,,,,,,,,Französisch,,,,,,,
1035147289,Sermes Carla,Sermes,Carla,,,,Hildesheim,1851-03-13,1929-07-10,"Sermes, Frl. Carla, Schulvorsteherin, Hildesheim, am 13. März 1851 zu Lingen a. Ems geboren, Tochter des Hofrats Dr. Sermes. Sie leitet seit 22 Jahren die katholische höhere Mädchenschule ihres Wohnortes.","‒ Dorothea. Schausp. in 4 Akten. 12. (104) Paderborn 1896, F. Schöningh. 1.–geb. 2.– ‒ Excelsior. Festsp. 16. (47) Paderborn 1894, Bonifacius Druckerei. –.75 ‒ Frieden. Schausp. in 3 Akten. 12. (64) Paderborn 1896, F. Schöningh. –.60geb. 1.60 ‒ Geburtstagsscherz in 1 Akte. 12. (8) Münster 1893, A. Russell. –.50 ‒ Muttersegen. 12. (35) Paderborn 1890, F. Schöningh. –.40 ‒ Notburga. Relig. Schausp. 8. (29) Münster 1893, A. Russell. –.70 ‒ Dasselbe. Musikbeilage dazu v. Schneider. 4 (7) 1894. 1.–",,,,Hildesheim,Lingen,,,,,,,,,,,,,,,,,,,,,,,,
140822747,Seyth Adyr,Seyth,Adyr,,,,,1864,,"Seyth, Adyr, Biographie s. Ida Thies.","‒ Traumeskinder. Erzähl. Dichtgn. 8. (138) Dresden 1891, E. Pierson. 2.–geb. 3.–",Thies Ida,"Ps. Adyr Seyth, Charlottenburg, Westend bei Berlin, Kirschenallee 20, wurde in Berlin geboren, wo ihr Vater als Prediger wirkte. Sie erhielt eine sorgfältige Erziehung, empfing den ersten Unterricht im Elternhause und besuchte dann eine höhere Töchterschule bis 1872, zu welcher Zeit die Eltern nach Charlottenburg zogen. Später trat sie in das Lehrerinnenseminar des Dr. Rauch zu Berlin ein. Darauf legte sie die Staatsprüfung im Augusta-Seminar in Berlin ab und erwarb die Befugnis zum Unterricht in mittleren und höheren Mädchenschulen. Die nächste Zeit benutzte sie zur Vervollständigung verschiedenartiger Kenntnisse und Fertigkeiten. Sie besuchte die Kochschule des Pestalozzi-Fröbelhauses und erlernte die wissenschaftliche Schneiderkunst. Sie nahm auch Malstunden, deklamatorischen Unterricht bei der Schauspielerin Frau Bartsch-Borck und Musikunterricht. I. T. verwertet ihre wissenschaftlichen Kenntnisse und erteilt Unterricht in Sprachen und in den Lehrgegenständen der Oberklassen. Inzwischen sind ihre Eltern nach Westend gezogen. Hier entstand das Erstlingswerk der Schriftstellerin, welches sie 1891 herausgab unter dem Titel »Traumeskinder«. Werke s. Adyr Seyth.",,Pest,Charlottenburg,Berlin,Westend,,,,,,,,,,,,,,,,,,,,,,
117338990,Siebenlist Ottilie,Siebenlist,Ottilie,,,,,1853-10-04,,"Siebenlist, Frl. Ottilie, Wien VIII, Auerspergstrasse 5, am 14. Oktober 1859 zu Pressburg in Ungarn geboren, genoss daselbst ihre Ausbildung und Erziehung und widmete sich alsdann der lyrischen Dichtung und der leichtern Novelle. Vieles davon ist in Pressburger, Wiener und auswärtigen Blättern, deren langjährige Mitarbeiterin sie ist, in der »Gesellschaft«, im »Deutschen Dichterheim« etc. erschienen. Sie ist die Schwester des Chefredakteurs des »Deutschen Dichterheims«, Dr. Aug. Siebenlist.","‒ Gespenster der Erinnerung. 8. (97) Zürich 1897, Verlag von Sterns Litterar. Bulletin der Schweiz. 2.–",,,,Pressburg,Wien,,,,,,,,,,,,,,,,,,,,,,,,
117413674,Sieber Elisabeth,Sieber,Elisabeth,,,Dresden,Dresden,1866-01-23,1944-04-17,"Sieber, Elisabeth. Im Reich der Winterfee. Weihnachtsfestsp. Leipzig, Ph. Reclam jr. –.20","‒ Rittmeisters Fränzchen. Sololustsp. 8. (12) Berlin 1891, E. Bloch. 1.– ‒ s' Resl von der Kampen-Alm. Solosp. mit Gesang. Leipzig, Ph. Reclam jr. –.20",Trenkler-Sieber Elisabeth,"Basel, Birsigstrasse 83 I, geboren in Dresden am 23. Januar 1866 als Tochter eines Kaufmannes und","‒ Am Silberhochzeitsmorgen. Festsp. 16. (90) Leipzig 1894, Ph. Reclam jr. –.20 ‒ Ausgekniffen. Solosp. Ebda. –.20 ‒ Der Osterhase. Festsp. Ebda. –.20 ‒ Gedenktafeln für Familie u. Haus zur Aufzeichng. alter u. neuer Erinnergn. m. Begleit-Versen. 4. (196 m. farb. Umrahmgn.) Elberfeld 1895, S. Lucas, geb. 12.– ‒ Im Reich der Winterfee. Weihnachtsfestsp. Leipzig, Ph. Reclam jr. –.20 ‒ Karnevalszauber. Fastnachtssp. Ebda. –.20 ‒ Nach dem Hochzeitsfest. Solosp. Ebda. –.20 ‒ Prinzessin Tausendschön. Weihnachtsmärchen. (Manuskript.) –.20 ‒ Rittmeisters Fränzchen. Sololustsp. Berlin 1890, Ed. Bloch. 1.– ‒ 's Resl von der Kampenalm. Solosp. Leipzig 1890, Ph. Reclam jr. –.20 ‒ Was Mütterchen vom Liebling weiss. Erinnerungsblätter a. d. Kindes Lebenslauf m. Begleitversen. 4. (128 m. farb. Ornamenten u. 3 farb. Photogr.-Umrahrmgn.) Elberfeld 1894, S. Lucas. geb. 9.– u. 13.– ‒ Wjera. Drama in 2 Akten. 1896. (Manuskript.) –.20",Leipzig,Basel,Dresden,,,,,,,,,,,,,,,,,,,,,,,
133892956,Siebert Anna,Siebert,Anna,,,Worms,Worms,1855,1911,"Siebert, Anna, Ps. Sophie und Clara Rheinau, Worms am Rhein, geboren den 18. Oktober 1846 in Köln. Sie erhielt in dem Institute eines weiblichen religiösen Ordens bis zu ihrem 18. Lebensjahre ihre Erziehung und Ausbildung, die später in deutscher Sprache und Litteratur durch Privatunterricht ergänzt wurde. Werke s. Sophie Rheinau.",,,,,Köln,Worms,Worms am Rhein,,,,,,,,,,,,,,,,,,,,,,,
117035572,Siecke Hedwig,Siecke,Hedwig,,,Rohrlack,,1847-06-03,1922,"Siecke, Frl. Hedwig, Ps. H. Lindendorf, Dresden, Lindenaustrasse 37, geboren am 3. Juni 1847 zu Rohrlack bei Wusterhausen a. D. als die Tochter des dortigen Pfarrers. Nach dem ersten Schulunterricht in ihrem Heimatsdorfe bildete sie sich auf dem Seminar zu Calleberg i. S. zur Lehrerin aus. Nachdem sie zunächst Erzieherin in Werke s. H. Lindendorf.",,,,,Wusterhausen,Lindenau,Rohrlack,Dresden,,,,,,,,,,,,,,,Englisch,,,,,,,
11735967X,Siedler Johanna,Siedler,Johanna,,,Neustettin,,1835-02-17,1904-01-10,"Siedler, Frl. Johanna, Berlin S., Grimmstrasse 32, wurde am 17. Februar 1835 zu Neustettin geboren, wo ihr Vater, der spätere Hofprediger in Stolp i. P. und Konsistorialrat in Posen, Oberlehrer am dortigen Gymnasium war. Talent für die Dichtung zeigte sich frühzeitig bei I., welche sich dem Berufe einer Erzieherin widmete. Als solche kam sie nach Schlesien in die Familie des Freiherrn von Seidlitz, mit der sie innigst befreundet wurde. Hier entstanden auch mehrere ihrer später gedruckten Erzählungen für die Jugend. Ihr Vater hat inzwischen wegen Kränklichkeit eine Landpfarre in Pommern angenommen und I. kehrte dorthin zurück, um den Vater bei dem Unterricht einer jüngeren Schwester zu unterstützen. Da wurde sie selbst von einer Krankheit heimgesucht, die sie 7 Jahre lang an das Bett fesselte. In dieser Zeit diktierte sie die später erschienenen Arbeiten ihrer Schwester. In der Heilanstalt des bekannten Kräuterdoktors Lampe in Goslar fand sie Heilung und konnte nun wieder ihrem Berufe als Erzieherin leben. 1871 ging sie nach Berlin, wo sie als Sprachlehrerin lebtedie englische Sprache hatte sie schon in der Kindheit von ihrer Mutter, einer geborenen Engländerin, erlernt. Zwanzig Jahre lang war I. S. erste Lehrerin an einer höheren Privat-Mädchenschule, und diese Thätigkeit veranlasste sie zur Herausgabe ihrer englischen Schulbücher. Von ihren Dichtungen sind die meisten von Karl Bohm und A. Breda in Musik gesetzt worden. Im April 1894 zwangen sie Alter und Kränklichkeit, namentlich ein schweres Augenleiden, ihren Beruf als Lehrerin, »die einzige Leidenschaft ihres Lebens«, aufzugeben, und seitdem lebt sie in stiller Zurückgezogenheit. Im März 1896 musste sie noch einmal aus derselben heraustreten, da ihr nach dem Tode ihres früheren Schulvorstehers die Behörden sofort die Leitung der Schule übergaben, welche sie jedoch im Laufe des Jahres 1897 jüngeren Händen übertragen hat.","‒ Barbarossa u. sein Knappe. Sedanfestsp. Selbstverlag 1895. 1.– ‒ Bethlehem. Dichtg. Kassel 1889, I. Weber. 3.15 ‒ Das deutsche Jahr. Berlin 1884, Simrock. ‒ Das Geigerlein. Märchendichtung. Komponiert v. K. Bohm. Breslau 1898, Hainauer. U. d. Presse. ‒ Des Kaisers Ahnfrau. Dichtg. Breslau 1895, Hainauer. 4.05 ‒ Die Bremer Stadt-Musikanten. Komponiert von A. Kugler. Kassel 1898, Weber. U. d. Presse. ‒ Die Schneekönigin. Märchendichtg. Breslau 1885, Hainauer. 4.05 ‒ Ein deutsches Haus im grossen Kriege. Selbstverlag 1890.",Siedler Johanna,"Epheu-Ranken. Novellen u. Erzählgn. für die weibl. Iagend. 8. (291) Berlin 1862, Winckelmann & Söhne. 3.–","‒ Festblumen, Erzählungen, Märchen u. Sagen für Kinder. 8. (346 m. 8 Lith.) Ebda. 1870. 3.50 ‒ Festspiel zur Sedanfeier in Mädchenschulen. 8. (34) Ebda. 1880. –.60 ‒ Germanias Huldigung. Festsp. zu Kaisers Geburtstag für Mädchenschulen. 8. (20) Berlin 1891, Potsdam, A. Stein. –.30Schulausg. –.20 ‒ Gruss der Städte. Festsp. zu Kaisers Geburtstag für Mädchenschulen. 8. (26) Berlin 1895, L. Oehmigkes Verlag. –.50 ‒ Haideblumen. 4 Erzählgn. für die weibl. Jugend. 8. (210) Berlin 1895, Winckelmann & Söhne. 2. Aufl. geb. 3.– ‒ Hänsel u. Gretel. Märchendichtg. (Textbuch.) 12. Aufl. Breslau 1883, Hainauer. –.20 ‒ History of English literature. For the use of ladies' schools and seminaries. Leitfaden für den Unterricht in der engl. Litteraturgeschichte für höhere Mädchenschulen, Lehrerinnen-Bildungsanstalten u. Fortbildungskurse. 6. Aufl. 8. (114) Würzburg, K. W. Krüger. geb. 1.60 ‒ Königin Luise. Dichtg. (Textbuch.) Kassel 1891, I. Weber. –.20 ‒ Miranda. Novellen u. Erzählgn. für Mädchen. 2. Aufl. 8. (242) Berlin 1860, Winckelmann & Söhne. 2.75 ‒ Readings from the best Engl. authors in poetry and prose. For the use of schools and of private students. 8 (396) Ebda. 1886. 3.– ‒ Seeröslein, die Meerjungfrau. Ein Cyklus von Gesängen u. Deklamation als verbind. Text. Frei nach dem Andersenschen Märchen gedichtet. Für 3 stimm. Chor (2 Sopran u. Alt.) Soli u PJanoforte komponiert von Bohm. Op. 343. Vollständ. Textbuch. 8. (27) Breslau 1894, I. Hainauer. –.30 ‒ Unser Wilhelm. Dichtg. Selbstverlag 1896. 1.– ‒ Wilhelm der Grosse. Dichtg. 4. Aufl. Selbstverlag 1897. 1.–",Stolp,Neustettin,Berlin,Goslar,Posen,Berlin,,,,,,,,,,,,,,,,,,,,
1154465411,Sievert Auguste,Sievert,Auguste,,,,,1824,1897,"Sievert, Auguste. Bilder aus dem Alltagsleben. 8. (81) Halle 1860, Mühlmann. –.75","‒ Der grüne Winkel. Erzählg. 8. (223) Ebda. 1862. 2.10 ‒ Drei Erzählungen für Kinder. 8. (175) Halle 1864, Buchhandlung des Waisenhauses. 2.– ‒ Ein Waisenkind. Erzählg. 2. Aufl. 8. (138) Halle 1864, Mühlmann. 1.20 ‒ Gertrud. Erzählg. 8. (182) Ebda. 1860. 1.50",,,,Halle,Hall,,,,,,,,,,,,,,,,,,,,,,,,
1208775022,Simon Anna,Simon,Anna,,,Leipzig,Breslau,1826-02-01,1847-12-25,"Simon, Anna, geb. Seckel, Ps. Mania Korff, Nordhausen, Grimmelallee 5a, geboren 1864 in Walsrode, Prov. Hannover, ist seit 1889 mit dem Amtsgerichtsrat Simon verheiratet. Sie hatte keine glückliche Jugend, denn sie war vom 7. Jahre an jahrelang an das Krankenlager gefesselt. Ihr Unterricht beschränkte sich demnach auf das Haus. Derselbe war unregelmässig und systemlos. Mit 13 Jahren hatte sie alle Klassiker »verschlungen«. Nachts, wenn sie an Schlaflosigkeit litt – während die Schmerzen sie am Tage quälten – fing die Phantasie an zu arbeiten, da durchlebte sie als Heldin alle die grossen Kämpfe, die wundervollen Siege derer, deren Schicksal sie erfahren hatte»in diesen Traumstunden«, schreibt A. S., »blieb von dem armen, kranken Kinde nichts übrig, da war ich ein glückliches, beneidenswertes Geschöpf.« Erst später, als sie nach und nach gesundete, begriff sie den Verlust in seiner ganzen Schwere. Sie meinte die wiedergewonnene Gesundheit nicht besser verwerten zu können, als sie anderen, denen sie fehlte, zu widmensie wollte Werke s. auch Mania Korff.",‒ Dr. Örtling. Tendenzroman. 8. (210) In Vorbereitg. 3.–geb. 4.–,,,,Nordhausen,Walsrode,Hannover,,,,,,,,,,,,,,,,,,,,,,,
105509931X,Simon Antonie,Simon,Antonie,,,,,1814,1893,"Simon, Frau Antonie, Ps. T. S. Braun, geboren den 7. Dezember 1814 in Breslau, gestorben den 30. August 1893 in Brieg in Schlesien. Werke s. auch T. S. Braun.",‒ Erwins. Rom. 1864. ‒ Majoratsbraut. Erzählg. ‒ Mutter u. Sohn. Rom. 1863. ‒ Schicksale der Familie Holm. 1880. ‒ Sie ist ein Blaustrumpf. 1865. ‒ Zwei Freundinnen. Nov. 1862.,,,,Breslau,Brieg,,,,,,,,,,,,,,,,,,,,,,,,
11739470X,Simon Emma,Simon,Emma,,,,Berlin,1848-08-08,1934-05-05,"Simon, Emma, s. E. Vely.",,Vely Emmaely Emmaely Emma,"Berlin, Maassenstrasse 14, Tochter eines Hugenottenabkömmlings, des Waffenfabrikanten Couvely, geboren 8. August 1848 zu Braunsfeld bei Wetzlar. Als sie drei Iahre alt war, verlor sie ihren Vater, worauf die Mutter mit den Kindern wieder nach Hannover in ihr Elternhaus übersiedelte. Emma kam später zu einer Tante in Herzberg am Harz. Mit neun Iahren ging sie nach Hannover zurück, um eine höhere Töchterschule zu besuchen. Einem glühenden Wunsche zur Bühne zu gehen, widersetzte sich die Mutter und so wurde sie Erzieherin. Als solche, in einem Forsthause Westfalens, dichtete sie mit neunzehn Iahren ihre erste Novelle, welche in der »Stuttgarter Familienzeitung« unter dem Pseudonym E. Vely, der Halbierung ihres Vatersnamens, zum Abdruck gelangte. Sie vermählte sich in Stuttgart mit dem Verlagsbuchhändler C. F. Simon und lebt verwitwet in Berlin. Für ihr historisches Werk »Herzog Karl von Württemberg und Franziska von Hohenheim« erhielt sie die grosse goldene Medaille für Kunst und Wissenschaft am Bande des Ordens der Württembergischen Krone. Grosse Reisen haben sie nach dem Orient, Amerika und Westindien geführtin ihrem Salon in Berlin versammelt sie einen Kreis von Berufsgenossen, Künstlern und anderen interessanten Menschen. Ihre einzige Tochter Lolo Vely ist Schauspielerin (s. diese).lles wohl an Bord! Rom. 8. (208) Mannheim 1896, I. Bensheimers Verlag. 4.–olkenteilung. Nov. (Unterwegs u. daheim.) 8. (194) Breslau 1898, Schlesische Buchdruckerei. –.75geb. 1.– Siehe auch Band II.",". Am Strand der Adria. Novellen. 8. (264) Stuttgart 1873, Simon. 4.50 ‒ Assunta. Nov. 2. Aufl. 16. (109) Herzberg a. H. 1880, Simon. geb. 8.– ‒ Auf Irrwegen. Rom. 3 Bde. 2. Aufl. 8. (708) Leipzig 1881, Simon. 12.– ‒ Beim Schnee. Lustsp. in 1 Akt. 8. (42) Herzberg a. H. 1877, Simon. –.75 ‒ Das Fräulein. Rom. in 2 Bdn. 8. (329) Mannheim 1895, I. Bensheimers Verlag. 5.–geb. 7.– ‒ Das Wieschen. Rom. 8. (258) Ebda. 1894. 5.– ‒ Der Gnadenlöhner. Volksstück. 1888. ‒ Die Erbin des Herzens. Rom. 3 Tle. in 1 Bd. 2. Aufl. 8. (797) Leipzig 1881, Simon. 3.– ‒ Die Kinder der Frau von Bland. Rom. 2 Bde. 8. (495) Herzberg a. H. 1880, Simon. 8.– ‒ Die Wahlverlobten. Rom. 8. (288) Leipzig 1883, Simon. 4.– ‒ Dorfluft. Erzählgn. (Auf der rauhen Alp. Adams zweite Frau. Bärbele. Der Gnadenlöhner.) 2 Bde. 8. (797) Ebda. 1885. 10.– ‒ Drei Generationen. Rom. in 4 Abteilgn. 3 Bde. 8. (888) Ebda. 1882. 13.50 ‒ Eine Walpurgisnacht. Waldmärchen. 16. (55) Stuttgart 1872, Neff. geb. 2.70 ‒ Episoden. Rom. 2 Bde. 8. (590) Leipzig 1884, Simon. 9.– ‒ Gelb-Stern. Rom. 1. Bd. 8. (256) Breslau 1897, Schlesische Buchdruckerei, Kunstu. Verlagsanstalt. 3.–geb. 4.– ‒ GratJana. Eine Harzgeschichte. 16. (140) Herzberg a. H. 1879, Simon. 2.50geb. 3.– ‒ Herodias. Rom. 2 Bde. 8 (480) Leipzig 1883, Simon. 8.– ‒ Herzog Karl von Württemberg u. Franziska von Hohenheim. 3. Aufl. 8. (440) Herzberg a. H. 1877, Simon. 5.–geb. 6.– ‒ Immaculata. Rom. 8. (147) Breslau 1880, Schottländer. 3.50 ‒ Josa Dario. Schausp. 1887. ‒ Kämpfe u. Ziele. Rom. 4 Bde. 2. Aufl. 8. (1025) Herzberg a. H. 1879, Simon. 15.– ‒ Kleine Füsse. Rom. 8. (144) Mannheim 1892, I. Bensheimers Verlag. 3.–geb. 4.– ‒ Leier u. Palette. Geschichten aus dem Dichteru. Künstlerleben. 2. Aufl. 16. (222) Stuttgart 1880, Simon. 3.–geb. 4.– ‒ Malaria. Rom. 8. (277) Breslau 1890, Schlesische Verlags-Anstalt. 4.50geb. 5.50 ‒ Medusa. Rom. 8 (265) Ebda. 1895. 3.–geb. 4.– ‒ Meereswellen. Ein venetJan. Märchen. 2. Aufl. 16. (154) Herzberg a. H. 1877, Simon. geb. 3.– ‒ Meute. Rom. 8. (240) Berlin 1896, R. Taendler. 4.– ‒ Schiffbruch. Rom. 8. (260) Leipzig 1885, Simon. 3.– ‒ Sie büsst. Rom. 8. (170) Mannheim 1892, I. Bensheimers Verlag. 3.–geb. 4.– ‒ Sonnenstrahlen. Ein Märchen. 16. (162) Leipzig 1881, Simon. geb. 1.– ‒ Sport. Rom. 8. (301) Breslau 1888, Schottländer. 4.50geb. 5.50 ‒ Spottdrossel. Rom. 8. (327) Mannheim 1891, I. Bensheimers Verlag. 4.– ‒ Südlicher Himmel. Novellen. 8. (313) Leipzig 1882, Simon. 5.–geb. 6.– ‒ Verschneit – verweht. Rom. 8. (192) Herzberg a. H. 1881, Simon. 4.–geb. 5.– ‒ Wandelbilder aus der Berliner Gesellschaft. 1. Bd. Adams Söhne – Evas Töchter. 8. (303) Breslau 1890, Schottländer. 5.–geb. 6.– ‒ Wandelbilder von der Landstrasse. 2. Bd. Armenhäusler. 8. (319) Breslau 1893, Schlesische Buchdruckerei, Kunst u. Verlagsanstalt. 4.501. u. 2. 9.50Einbde. à 1.– ‒ Weggenossen. Nov. 8. (156) Ebda. 1896. –.75geb. 1.– ‒ Wer sühnt's? Rom. 8. (304) Mannheim 1891, I. Bensheimers Verlag. 4.–",Herzberg,Stuttgart,Forst,Braunsfeld,Hannover,Wetzlar,Berlin,Mannheim,Rom,Rom,Bensheim,Breslau,,,,,,,,,,,,,,
