gnd,surname,prename,name_complete,place_of_birth,place_of_death,date_of_birth,date_of_death,alternative_1,biography_alternative_1,bibliography_alternative_1,alternative_2,biography_alternative_2,bibliography_alternative_2,alternative_3,biography_alternative_3,bibliography__alternative_3,alternative_4,biography_alternative_4,bibliography_alternative_4,alternative_5,biography__alternative_5,bibliography_alternative_5
116183373,Binder,Frl. Helene,Binder Helene,Eisenach,.,1855-06-03,1915,Binder Helene,"Friede auf Erden. Weihnachtsfeier für Jungfrauenvereine, Oberklassen v. Mädchenschulen u.s.w. 8. (7) Berlin 1895, Buchhdlg. d. Deutschen Lehrerzeitung. n –.20 u. H. M. Bennett. Glückliche Kinderzeit. Bilderbuch m. Reimen v. H. B. 4. (45 m. z. Tl. farb. Bildern.) Nürnberg 1894, Th. Stroefer. kart. n 6.– u. H. M. Bennett. Zu Haus u. draus! Mit Bildern v. H. M. Bennett u. Reimen von H. Binder. 4. (26 Bl. m. z. T. farb. Illustr.) München 1888, Ebda. geb. n 5.50 u. Marie Iähner. Zum 100jährigen Geburtstag Kaiser Wilhelms I. Schulfeier f. d. 22. März 1897. Verf. u. zusammengestellt. 1.–5. Aufl. 8. (16) Berlin 1897, Buchh. d. Deutschen Lehrer-Zeitung. n –.25","‒ Fürs kleine Volk. Ein lustig Buch f. Kinder m. Texten. 4. (140 m. farb. Illustr.) München 1893, Nürnberg, Th. Stroefer. kart. 4.50, geb. in Leinw. 5.50 ‒ Für unsere Kleinen. Koselieder, illustr. v. L. v. Kramer. 4. (15 Chromolith. m. Text.) Stuttgart 1886, Thienemann. geb. n 4.50 ‒ Geweihte Stunden. Elegantes Bändchen mit farbigen Illustrationen u. ebensolcher Decke. Nürnberg, Th. Stroefer. n 1.– ‒ Dasselbe Bändchen mit einer Dedikation zur Konfirmation. Ebda. n 1.– ‒ Guck! Guck! Ein Bilderschatz f. unsere Kleinen. 4. Bd. 2 Tle. 4. (à 80 m. z. Tl. farb. Bildern.) (1893) 1895. Ebda. kart. à 2.25, in 1 Bd. 4. –. (1–4 : 15.50) ‒ Harre des Herrn. Ein elegant einfaches Bändchen mit farbigen Illustrationen in ovalem Format. Ebda. n –.40 ‒ Dasselbe Bändchen mit einem Segenswunsche zur Konfirmation. Ebda. n –.40 ‒ In Gottes Hut. Gedicht. 12. (8 m. 2 farb. Bildern) Nürnberg 1895, Th. Stroefer. Mit Goldschn. 1.–, m. Dedikation f. Konfirmanden 1.– ‒ In Kreuzes Hut ist's allerweg' gut. Segenswünsche zur Erinnerg. an die Konfirmation. Dichtgn. 12. (9 m. farb. Illustr.) München 1889, Ebda. kart. n 1.– ‒ Katzenmütterchen. Erzählgn. u. Reime. 12. (20 m. Illustr.) Ebda. 1889. n –.85 ‒ Licht sei dein Pfad durch Himmels Gnad'! Segenswünsche zum Geburtstage. Dichtgn. 12. (9 m. farb. Illustr.) Ebda. 1889. kart. n 1.– ‒ Lustiges Allerlei. Mit Erzählgn., Versen, Rätseln u. Spielen. 4. (56 m. farb. Abbildgn.) Ebda. 1890. geb. n 3.– ‒ Naseweischen u. die drei Bären. (Ausgestanzt.) 4. (16 m. z. Tl. farb. Illustr.) München 1892, Ebda. n –.75 ‒ Osterklänge! Ein Osterlied. 4. (16 m. farb. Illustr.) Ebda. 1892. kart. m. Silberschn. n 1.20 ‒ Plauderstündchen. Eine Festgabe z. Unterhaltg. f. Knaben u. Mädchen v. 8–12 Iahren. Mit zahlr. Bildern. 4. Bd. 2 Tle. 4 (à 176) Nürnberg (1888 u. 1894) 1896, Ebda. kart. 3.50, geb. in Leinw. 3.75; in 1 Bd. kart. 6.–, geb. in Leinw. 6.50 ‒ Rotkehlchen, Erzählgn. u. Reime. 12. (20 m. Illustr.) München 1889, Ebda. n –.85 ‒ Spielkameraden. Erzählgn. u. Reime. Bilder v. H. M. Bennett. 12. (20 m. Illustr.) Ebda. n –.85 ‒ Uns. Hoffnung. Dichtgn. 12. (12 m. farb. Abbildgn.) München 1892, Ebda. n 1.– Auch unter d. Titel: Segenswünsche. Zur Erinnerg. a. d. Konfirmation. ‒ Was der Kuckuck ruft. Bilderbuch m. Erzählgn. u. Versen. Illustriert v. H. M. Bennett. 4. (87 m. z. Tl. farb. Illustr.) Ebda. 1892. kart. n 5.50 ‒ Weihnachtsleid u. Weihnachtsfreude. Weihnachts-Aufführg. m. eingelegten Liedern. 8. (23) Berlin 1894, E. Bloch. n –.60 ‒ Wie geht's. (Gedicht, ausgestanzte Katze.) 16. (12 m. Abbildgn.) München 1890, Nürnberg, Stroefer. n –.65 ‒ Zeitvertreib. Bilderbuch m. Geschichten, Märchen, Reimen u. kleinen Aufführgn. f. Kinder, 4. (76 m. z. Tl. farb. Bildern.) Nürnberg 1895, Ebda. kart. 3.50",Binder Helene,Biographie u. weitere Werke s. Band I.,"‒ Äsops Fabeln für die Jugend bearb. 8. (64 m. 5 farb. Bildern u. 217 Text-Illustr.) Nürnberg 1897, Th. Stroefer. geb. –.60 ‒ Der lustige Zug durchs Bilderbuch. Erzählgn. u. Verse. 4. (66 m. z. Tl. farb. Bildern) Nürnberg 1897. Th. Stroefer. 6.– ‒ Fest Aufführung für Sachsens Schulen und patriotische Vereine zum 70. Geburtstag (23. April 1898) und dem 25jährigen Regierungs-Jubiläum S. M. des Königs Albert v. Sachsen. 8. (19) Meissen 1898, H. W. Schlimpert. 1.– ‒ Dasselbe. Textausg. f. Schüler. (19) –.25",.,.,.,.,.,.,.,.,.
116183578,Binder,Frl. Sidonie,Binder Sidonie,Heidenheim an der Brenz,Stuttgart,1842-05-21,1918-10-19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1312500700,Bindschedler,Frl. Emma,Bindschedler Emma,Zürich,Köln,1852-11-23,1900-08-15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118663313,Binzer,Emilie,Binzer Emilie,Berlin,München,1801-04-06,1891-02-09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118658875,Birch-Pfeiffer,Charl,Birch-Pfeiffer Charl,Stuttgart,Berlin,1800-06-23,1868-08-24,Birch-Pfeiffer Charlotte,"Ps. Waldherr, geboren den 23. Juni 1800 in Stuttgart, gestorben den 24. August 1868 in Berlin. Werke s. Band I.",.,.,.,.,.,.,.,.,.,.,.,.,.
1073838021,Birkhold,Hedwig,Birkhold Hedwig,.,.,1865-10-06,.,Blasche Hedwig,"Ps. Hedwig Birkhold, Cöln a. Rh. Kümpchenshof 5, geboren am 6. Oktober 1865 in Kreuz, stammt aus Woldenberg i. N. und lebt als Gattin des Assessors Blasche in Cöln a. Rh. Werke s. Hedwig Birkhold.",.,.,.,.,.,.,.,.,.,.,.,.,.
1189707438,Birndt,Frl. Fanny,Birndt Fanny,Kleinvoigtsberg,.,1854-04-24,.,Kastrobalas,Biographie und Werke s. Fanny Birndt.,.,.,.,.,.,.,.,.,.,.,.,.,.
116197854,Bistram,Baronesse Ottilie von,Bistram Ottilie,.,.,1859-07-20,1931-07-19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101217784X,Blacker,Frau Carola,Blacker Carola,Karlsruhe,Freiburg im Breisgau,1842-04-08,1902-04-02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11620043X,Blass,Auguste,Blass Auguste,Bamberg,.,1808-08-20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126530209X,Blaze de Bury,Baronin,Blaze de Bury,.,.,1845,1902,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118511688,Blennerhassett,Lady Charlotte,Blennerhassett Charlotte,München,München,1843,1917,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
173675417,Bloch,Frl. BJanca,Bloch BJanca,.,.,1848,1901,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
127770763,Bloch,Ida,Bloch Ida,Breslau,.,1855-04-29,.,Bloch Ida,"Charlottenburg, Berlinerstrasse 134a, geboren den 29. April 1855 in Breslau, lebte von 1861–1883 in Berlin, dann in Charlottenburg. Sie beschäftigt sich ausschliesslich mit Kinderlitteratur und mit der Herausgabe von Beschäftigungsund Gesellschaftsspielen. Werke s. Band I.",.,.,.,.,.,.,.,.,.,.,.,.,.
116203838,Blöde,Marie Antoinette,Blöde Antoinette Marie,Breslau,"New York, NY",1821-09-29,1870-03-12,Blöde Marie,"Bunte Bilder. 4. (47) Dessau 1852, Katz. kart. 1.50",.,Westland Marie,"Ps. für Marie Bloede, geb. Jungnitz, geboren am 29. September 1821 zu Breslau, gestorben am 12. März 1870 in Brooklyn. Werke s. auch Marie Bloede. (Nachtrag.)",‒ Prinzessin Saba. Vittoria. Godiva. Drei erzählende Gedichte. 1868. ‒ Enoch Arden v. Tennyson. Übersetzg. 1869.,.,.,.,.,.,.,.,.,.
117735663,Blohm,Ottilie,Blohm Ottilie,.,.,1848,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1220641227,Blomberg,Katharina Sophie Friederike,Blomberg Katharina Sophie Friederike,Hohenaltheim,Lemgo,1753,1819,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
138785686,Blondein,Karoline,Blondein Karoline,Ebensee,Wien,1848-12-24,1935-04-27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116206098,Bluhm,Agnes,Bluhm Agnes,Konstantinopel,Beelitz,1862-01-09,1943-11-12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116206500,Blum,Frl. Anna,Blum Anna,.,.,1867-03-17,1947-01-14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1090907885,Blum,Frl. Ida,Blum Ida,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116045469,Blumenreich,Frau Franziska,Blumenreich Franziska,.,.,1849-04-02,1899-10-28,Essenther Franziska,Biographie s. Franziska Blumenreich; s. auch Kapff-Essenther.,"‒ Die soziale Revolution im Tierreiche. Kom. Epos aus der Gegenwart. 16. (63) Leipzig 1876, C. A. Koch. n 1.– ‒ Frauenehre. Rom. aus dem modernen sozialen Leben. 3 Bde. 8. (620) Wien 1873, Leo & Co. n 6.–",Kapff-Essenther Franziska,"Der echte Ring. Berlin 1898, Hugo Steinitz. 3.50 Werke s. auch Band I.","‒ Der Wert des Lebens. Der Ring des Polykrates. Nov. 12. (127 m. Illustr.) Berlin 1897, H Hillger. –.20; geb. –.40",.,.,.,.,.,.,.,.,.
116209534,Blumenthal,Louise Johanne Leopoldine,Blumenthal Leopoldine Johanne Louise,.,.,1742,1808-08-04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
117732486,Bobertag,Frau BJanca,Bobertag BJanca,Breslau,Breslau,1846-10-19,1900-03-26,Wasservogel Irenäus,Biographie s. BJanca Bobertag.,"‒ Roderich Klinghart. Eine Abenteurergeschichte aus den höchsten u. allerhöchsten Bildungskreisen. Rom. 8. (288) Leipzig 1888, Reinhold Werther. 4.50 ‒ Dasselbe. 2. Aufl. ohne Autornamen. Leipzig-Dresden 1893, C. Reissner. 3.–",.,.,.,.,.,.,.,.,.,.,.,.
116211776,Bobertag,Frl. Elisabeth,Bobertag Elisabeth,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116983213,Bock,Annie,Bock Annie,"New York, NY",.,1867-03-20,[19XX],Bock Annie,"Ellen. Rom. 8. (223) Leipzig 1897, A. Schumanns Verlag. geb. 1.– Ergänzg. zu Annie Bock. Band I.",.,Neumann-Hofer Annie,"geb. Bock, Ps. Annie Bock, Charlottenburg, Carmerstrasse 10, ist am 20. März 1867 in New-York geboren und schreibt seit 1890 unter ihrem Mädchennamen Annie Bock. Sie ist die Gattin des bekannten Schriftstellers Otto Neumann-Hofer. Werke s. Annie Bock.",.,.,.,.,.,.,.,.,.,.
1123171327,Bock,Frau Henriette,Bock Henriette,Frankfurt am Main,Seligenstadt,1773-11-07,1834-08-17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1057768057,Bock,Frau Minna,Bock Minna,.,.,1833,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130225606,Böckel,Marie,Böckel Marie,Spandau,Hamburg,1864-05-07,1944-02-23,Böckel Marie,"Band I, S. 82 soll es Zeile 4 heissen: 1887.",.,.,.,.,.,.,.,.,.,.,.,.,.
171981804,Boddaert,Marie,Boddaert Marie,.,.,1844,1914,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1067675957,Boehmer,Hedwig,Boehmer Hedwig,.,.,1839,1905,Böhmer Hedwig,"Lichtenthal bei Baden 22, geboren den 25. August 1839, machte sich bekannt als Übersetzerin aus dem Englischen, Italienischen und Lateinischen im Anschluss an die Forschungen und Editionen ihres gelehrten Mannes, des Professors Dr. D. Eduard Böhmer, dessen treue Mitarbeiterin sie ist.",.,.,.,.,.,.,.,.,.,.,.,.,.
116819502,Boettcher,Frau Adele,Boettcher Adele,Bromberg,.,1861-07-19,.,Friesen Erich,s. Adele Boettcher. Nachtrag.,.,.,.,.,.,.,.,.,.,.,.,.,.
116226668,Boetticher,Frau Professor Clarissa,Boetticher Clarissa,.,.,1836,1915,Lohde Clarissa,Biographie s. Clarissa Boetticher.,"‒ Auf Befehl des Königs. Rom. aus der Zeit Friedrichs des Grossen. 8. (320) Stuttgart 1894, Deutsche Verlags-Anstalt. n 3.–; geb. nn 4.– ‒ Auf dem Throne. Rom. 2 Bde. 2. Aufl. 8. (443) Stuttgart 1887, Metzlers Verlag. n 4.–; geb. n 5.– ‒ Auf klassischem Boden. Rom. aus der Zeit König Ottos. 2 Bde. 8. (347) Berlin 1881, Grosser. – Vergriffen. – n 8.– ‒ Aus dem Leben Karl Boettichers. Von s. Gattin. 8. (119 m. Bild) Gotha 1890, F. A. Perthes. n 2.40 ‒ Aus der Gesellschaft. Nov. 2. Aufl. 8. (146) Norden 1889, Fischer Nachfolger. n 2.– ‒ Egon. Rom. 1884. ‒ Erlöst. Nov. Berlin 1878, Eugen Grosser. 2.– ‒ Herbstblüte. Rom. 2 Bde. 12. (363) Mannheim 1897, I. Bensheimer. n 5.– ‒ Herzenskämpfe. Rom. 2 Bde. 8. (523) Berlin 1874, O. Janke. 6.– ‒ Im Banne der Leidenschaft. – Die Tochter des Landpfarrers. Nov. 1886. In der Bibl. der Unterh. u. des Wissens. ‒ Rahel Varnhagen. (In Berühmte Frauen. Von Hermann Kletke.) ‒ Reif im Frühling. 1891. ‒ Schwester Ilse. Rom. 2 Bde. 8. (170 u. 199) Mannheim 1896, I. Bensheimers Verlag. n 5.–",Lohde Clarissa,"Weltfremd. Rom. 2 Tle. in 1 Bd. 8. (331) Stuttgart 1887, Metzlers Verlag. n 4.–; geb. n 5.– Verschiedene kleine Novellen: Schönheit – Seine Schülerin – Passionsblumen – Eine Wunderkur – in der Novellen-Sammlung der »Illustrierten Zeitung«, Leipzig. Viele historische Essays, Reisebeschreibungen aus Griechenland.","‒ Zu spät. Nov. 2. Aufl. 8. (414) Norden 1889, Fischer Nachfolger. n 5.– ‒ Zwischen Vater u. Sohn. Rom. 2 Bände. Stuttgart 1897, I. Bensheimers Verlag. 4.–; geb. 5.–",.,.,.,.,.,.,.,.,.
116146901X,Bog,Marie,Bog Marie,.,Berlin,1844,1886,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1033437093,Bogler,Frau Agnes,Bogler Agnes,.,.,1848,.,Bogler Agnes,"Wien XIV/1, Löhrgasse 2, Ps. Philipp Bogler, geboren am 21. April 1823 in Wiesbaden, schreibt Romane, Novellen, Feuilletons belletristischen, sowie landund forstwirtschaftlichen Inhalts, welche in Zeitschriften und in Buchform erscheinen. Werke s. Band I.",.,Plankenberg A.,"Wien. Der Beginn ihrer öffentlichen litterarischen Thätigkeit fällt in das Iahr 1880. Da sie unter männlichem Namen schrieb, wurde ihr die besonders ehedem und gar in Österreich Frauen selten gebotene Gelegenheit zur Mitarbeiterschaft an Journalen verschiedenster Richtung: belletristischer, pädagogischer, philosophischer, naturwissenschaftlicher und gewerblicher Tendenz. Die Zahl dieser Arbeiten beläuft sich bereits nahezu laut Aufschreibungen auf die stattliche Ziffer 700. In Buchform erschienen einige Romane, Erzählungen und Novellen, die sie jedoch zum Teil gemeinsam mit einer ihr nahestehenden Persönlichkeit schrieb und daher nicht als ihr Verdienst angesehen wissen will. Mit dem Namen Plankenberg trat sie erst im Spätherbst 1893 vor das Publikum, gelegentlich der Aufführung eines dramatischen Erstlingsversuches »Frau Potiphar«, der neunmal zur Aufführung gelangte und im Publikum lebhaftes Interesse erweckte. Müller-Guttenbrunn bestellte von ihr nach Lektüre des Dramas für das neueröffnete Raimundtheater ein Salonstück. Infolgedessen erstand das Lustspiel »Jungbrunnen«. Nachdem bald darauf M.-G. seine Stellung am genannten Theater verlor, legte sie das Stück in die Hände des bekannten dramatischen Vertreters Dr. O. F. Eirich.","‒ Frau Potiphar. Drama. 8. (64) Leipzig 1894, Litterarische Anstalt A. Schulze. n –.80",.,.,.,.,.,.,.,.,.
1303509881,Bogner,Antonie,Bogner Antonie,Hall in Tirol,Wien,1833-10-06,1893-03-31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1080249532,Boh,Frau Minni,Boh Minni,Geestemünde,Pillnitz,1858-07-11,1918-06-06,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116231556,Bohlen,Agnes von,Bohlen Agnes,.,.,1829,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1033382078,Böhm,Frl. Antonie,Böhm Antonie,.,.,1846,1903,Friedland Alma,Biographie s. Antonie Böhm.,"‒ Gedichte. 8. (123) Wien 1892, Selbstverlag. 1.60",.,.,.,.,.,.,.,.,.,.,.,.
1150441313,Böhme-Köhler,Frau Auguste,Böhme-Köhler Auguste,Köthen (Anhalt),.,1856-06-15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1224895274,Böhmer,Frl. Emma,Böhmer Emma,Lüneburg,.,1864-03-22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116233265,Bohrmann,Frau MarJanne,Bohrmann MarJanne,Bystřice nad Pernštejnem,Wien,1849-08-02,1916-11-11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1159074933,Bohrn,Frl. Thesi,Bohrn Thesi,Wien,.,1856-09-18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116231300,Bois-Reymond,Lili du,Bois-Reymond Lili,Königsberg,Zürich,1864-06-24,1948-10-22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116235942,BolgJani,Valesca,BolgJani Valesca,Minden (Westf),Mailand,1830-03-26,1876-10-02,Voigtel-BolgJani Valesca,"geborne Müller, Ps. Arthur Stahl, gestorben 2. Oktober 1876 in Mailand. Werke s. Arthur Stahl.",.,.,.,.,.,.,.,.,.,.,.,.,.
116223715,Bölte,Amalie Elise MarJanne,Bölte Amalie Elise MarJanne,Rehna,Wiesbaden,1811-10-06,1891-11-16,Bölte Amely,"Das Forsthaus. 16. (250) Leipzig 1855, E. I. Günther. n 2.–","‒ Die Gefallene. Eine Geschichte. 2. Aufl. 8. (122) Leipzig 1884, Bergmann. 1.– ‒ Die Mantelkinder. 2 Tle. 16. (496) Leipzig 1864, E. I. Günther. n 2.– ‒ Die Töchter des Obersten. 2 Bde. 8. (447) Wien 1872, Hartleben. –.40 ‒ Die Welfenbraut. Rom. 8. (227) Jena 1867, Hermsdorf. 4.50 ‒ Eine deutsche Palette in London. 8. (241) Leipzig 1853, Duncker & Humblot. 3.60 ‒ Eine gute Versorgung. Rom. 2 Tle. 8. (437) Braunschweig 1856, Verlags-Comptoir 6.– ‒ Ein Thron u. kein Geld. 2 Bde. 8. (384) Leipzig 1869, Matthes. 6.– ‒ Elisabeth od. e. deutsch. Jane Eyre. 2 Bde. 8. (426) Wien 1872, Hartleben. n –.40 ‒ Erzählgn. aus der Mappe einer Deutschen in London. 8. (VI, 386) Leipzig 1848, Grunow. 5.– ‒ Fanny Tarnow. 8. (295) Berlin 1865, Wegener. 3.75 ‒ Franziska v. Hohenheim. 2 Bde. 8. (560) Hannover 1863, C. Rümpler. 3.–",Bölte Amely,"Frauen-Brevier. 4. Aufl. 16. (132) Wien 1866, C. A. Müller. 2-","‒ Frau v. Staël. 3 Bde. (781) 16. Leipzig 1859, E. I. Günther. n 2.– ‒ Harriet Wilson. 8. (250) Berlin 1862, Gerschel. n 1.50 ‒ JulJane v. Krüdener u. Kaiser Alexander. 6 Bde. 8. (1200) Berlin 1861, Janke. 24.– ‒ Liebe u. Ehe. Erzählgn. 3 Tle. 8. Braunschweig 1857, Verlags-Comptoir. 9.– ‒ Louise od. die Deutsche in England. Erzählg. 8. (118) Bautzen 1846, Schlüssel 1.20 ‒ Männer u. Frauen. Nov. 2 Bde. 8. (482) Dessau 1854, Dresden, L. Wolf. 7.50 ‒ Maria Antonia od. Dresden vor 100 Iahren. 3 Bde. 16. (611) Leipzig 1860, E. I. Günther. n 2.– ‒ Moderne Charakterköpfe. 3 Bde. 8. (690) Berlin 1863, Gerschel. n 4.– ‒ Neues Frauen-Brevier. 2. Aufl. 8. (280) Leipzig 1877, Abel. geb. n 4.50 ‒ Prinzessin Wilhelmine v. Preussen. Rom. 16. (238) Jena 1868, Hermsdorf. 3.– ‒ Sonnenblume. 8. (239) Leipzig 1869, Rötschke. 3.– ‒ Streben ist Leben. 3 Bde. 8. (730) Jena 1868, Hermsdorf. 9.– ‒ Visitenbuch e. deutschen Arztes in London. 2 Tle. 8. (399) Berlin 1852, Duncker & Humblot. 6.– ‒ Vittorio Alfieri u. seine vierte Liebe od. Turin u. Florenz. 2 Bde. 8. (528) Berlin 1862, Janke. 9.– ‒ Weiter u. Weiter. Rom. 8. (230) Jena 1867, Hermsdorf. 6.– ‒ Winkelmann, od. von Stendal nach Rom. 3 Bde. 8. (708) Berlin 1862, Gerschel. 6.– ‒ Wohin führt es? 2 Bde. 8. (442) Wien 1874, Hartleben. n –.40",Krüdener JulJane,"geb. von Vietinghoff, geboren den 21. November 1766 in Riga, gestorben den 24. Dezember in Karasu-Basar in der Krim.","‒ Ein Zeitgemälde. 8. (288) Bern 1868, Mann & B. 4.50",.,.,.,.,.,.
143909738,Bolza,Eugenie,Bolza Eugenie,.,.,1816,1891,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116249382,Bomhard,Frau Constanze,Bomhard Constanze,.,.,1846-03-25,1933-05-17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
136120164,Bondy,Frau Ottilie,Bondy Ottilie,Brünn,München,1832-07-26,1921-12-05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1046882597,Boos-Jegher,Frau,Boos-Jegher,.,.,1857,1932,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
104139056,Bordes,Freifrau Katharina Maria Ludovika,Bordes Maria Ludovika Katharina,Frankfurt am Main,Würzburg,1787-01-09,1854-11-19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
138103534,Börner-Sandrini,Marie,Börner-Sandrini Marie,Dresden,Dresden,1808-07-14,1890-12-24,Börner-Sandrini Marie,"ist eine Tochter der gewesenen italienischen Kammersängerin Luigia Sandroni, gehörte in ihrer Jugend der Dresdner Hofoper an und wirkte später als Mitglied des Prager Konservatoriums und als Lehrerin. Werke s. Band I.",.,.,.,.,.,.,.,.,.,.,.,.,.
116253479,Bornstedt,Luise von,Bornstedt Luise,Potsdam,Bad Oeynhausen- Rehme,1807-12-11,1870-09-03,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
13565789X,Borries,Sophie,Borries Sophie,.,.,1799-08-18,1841-05-15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
138785457,Borschitzky,Fanni,Borschitzky Fanni,.,.,1853-04-25,1937-11-15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1038153301,Bosch,Frl. Ida,Bosch Ida,Augsburg,Augsburg,1856-07-27,1911-04-24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
130857564,Bost,Louise,Bost Louise,.,.,1810,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116225904,Böttcher,Charlotte,Böttcher Charlotte,.,.,1811,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1069087866,Bousset,Frau Alice,Bousset Alice,Malmö,.,1845-04-13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116300310,Boy,Johanna,Boy Johanna,Völpke,.,1851-03-31,.,Boy Johanna,"Ps. Johanna und H. von Schwarz, Hamm bei Hamburg, geboren am 31. März 1851 zu Volpke bei Neuhaldensleben in der Provinz Sachsen, als die Tochter eines Pfarrers. Vom Iahre 1863–1865 besuchte I. B. das Haynsche Institut in Halberstadt, wurde aber von einem langwierigen Leiden befallen, das sich erst 1872 besserte. Seit 1883 ist sie Diakonissin in Hamm. Seit 1889 giebt sie mit Helene Berthold das Iahrbuch »Maria und Martha« heraus. Weitere Werke s. Band I. u. Helene Berthold. Maria u. Martha. Iahrbuch f. evangel. Frauen u. Jungfrauen u. deren Vereine a. d. Iahr 1897. (Begründet v. I. B.) Hrsg. v. Helene Berthold. 8. Iahrg. 12. (80 m. Bildern u. 1 Farbdr.) Köthen 1897, Schriftenniederlage des evangelischen Vereinshauses. –.20",.,.,.,.,.,.,.,.,.,.,.,.,.
118662473,Boy-Ed,Frau Ida,Boy-Ed Ida,Bergedorf,Travemünde,1852-04-17,1928-05-13,Boy-Ed Ida,"»Ich.« Rom. 8. (250) Stuttgart 1888, Deutsche Verlags-Anstalt. n 4.–, geb. n 5.–","‒ Dasselbe. Neue Ausg. 8. (250) Ebda. 1892. 1.50, geb. 1.75 ‒ Lea u. Rahel. Rom. 8. (314) Leipzig 1892, C. Reissner. n 4.–, geb. n 5.– ‒ Malergeschichten. Psychologische Studien. 8. (315) Ebda. 1891. n 5.–, kart. n 6.–, geb. in Liebhaberbd. n 7.50 ‒ Männer der Zeit. Rom. Ebda. – Vergriffen. ‒ Masken. Rom. 12 (120) Berlin 1897, Goldschmidt. n –.50 ‒ Nicht im Geleise. Rom. 2 Bde. 8. (392) Leipzig 1890, Reissner. n 6.–, geb. in 1 Bd. n 7.– ‒ Nichts. Rom. 8. (331) Bielefeld 1897, Velhagen & Klasing. geb. n 5.50 ‒ Seine Schuld. Rom. 8. (278) Leipzig, C. Reissner. ‒ Sieben Schwerter. Rom. 8 (415) Bielefeld 1894, Velhagen & Klasing. geb. in Leinw. n 6.– ‒ Sturm. Nov. 8. (269) Breslau 1894, Schles. Verlags-Anstalt, n 4.–, geb. n 5.– ‒ Werde zum Weib. Rom. 2 Bde. 8. (473) Dresden 1894, C. Reissner. n 7.– in 1 Bd. geb. n 8.– ‒ X. Rom. 8. (329) Bielefeld 1896, Velhagen & Klasing. geb. in Leinw. n 6.– ‒ Zuletzt gelacht u. andere Novelletten. 8. (207) Leipzig 1893, Dresden. C. Reissner. n 3.–, geb. n 4.–",Boy-Ed Ida,"Zwei Novellen. 8. (102) Berlin 1898, Wilh. Süsserott. 3.–; geb. 4.– Biographie u. weitere Werke s. Band I.",.,.,.,.,.,.,.,.,.,.
116384697,Brachmann,Karol,Brachmann Luise Karol.,.,Halle (Saale),1777-02-09,1822-09-17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119079682,Brachvogel,Frau Carry,Brachvogel Carry,München,Theresienstadt,1864-06-16,1942-11-20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050424514,Bracke,Frl. Toni,Bracke Toni,.,.,1857,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
