gnd,werk
126219516,"Catalanische Lieder von I. Verdaguer. 16. (54) Münster 1891, Aschendorf, n 1.50"
126219516,Columbus. Episches Gedicht. 16. (94) Ebda. 1892. n 1.50; geb. n 2.70
126219516,"Der Reigen des Iahres. Ein Krippenspiel. 12. (22) Wien 1897, »St. Norbertus«, n .30"
126219516,"Die 9 Chöre der Engel.  Heil. Frauen d. alten Bundes als Vorbilder der Muttergottes. 2 geistl. Spiele. 12. (39) Paderborn 1890, F. Schöningh. n .50"
126219516,Die 7 Engelfürsten als Beschützer d. 7 heil. Sakramente.  Die Weihnachtsfeier der Natur. 2 geistl. Spiele. Mit e. Musikbeilage. 12. (54) Ebda. n .60
126219516,"Englische Dichtgn. Deutsch, v. C. C. 8. (137) Münster 1887, F. Schöningh. n 1.40; geb. m. Goldschn. n 2.60"
126219516,"Fabiola. Dramat. Gedicht. Frei nach Wisemanns Fabiola bearb. 1. Aufl. 1887. 2. Aufl. 16. (43) Paderborn 1895, F. Schöningh. n .60"
126219516,"Kleeblätter. Gedichte von K. Tynan. 16. (88) Breslau 1890, Görlich & Co. geb. m. Goldschn. n 2."
126219516,"Lauretanische Litanei. 8. (48) Wien 1878, Manz. n .60"
126219516,Pankratius. Ein dramat. Gedicht in 12 Bildern. Frei nach Wisemanns Fabiola bearb. 12. (45) Münster 1887. F. Schöningh. n .60
126219516,"Verdaguers Atlantis. Deutsch von C. C. (195) Freiburg 1897, Herder. 2.40; geb. 4."
116655151,"Feuer! Eine Klostergeschichte. 8. (98) München 1894, Berlin, Schuster & Co. n 1."
116655151,"Helldunkel. Nov. u. Skizzen. 8. (158) Dresden 1892, E. Pierson. n 2.; geb. n 3."
116655151,"Im Gnadenwald. Rom. 8. (302) Dresden 1895, C. Reissner. n 3.; geb. n 4."
116655151,"Landluft. Rom. 8. (256) Stuttgart 1892, Deutsche Verlags-Anstalt. n 3.; geb. nn 4."
116655151,Passionsblumen. Novellenbuch. 8. (256 m. Portait) Ebda. 1891. n 3 ; geb. nn 4.
1055113177,"Die Hauslehrerin in ihrem Berufe u. ihrer Stellung. 8. (116) Mitau 1875, Behre. n 2."
1055113177,"Georg Stein. Rom. 2. Ausg. 8. (303) (1864) 1879, Riga, Kymmel. n 3.60"
1055113177,"Kleine Schriften f. d. Haus. Neue Folge. 8. (82) Mitau 1872, Lucas. n 1."
1055113177,Lebensbilder a. d. baltischen Heimat. 8. (214) Ebda. 1861. n 3.
1184436738,"Aufzeichnungen e. Klosterbruders. 4 (122) Weimar 1891, Iüngst & Co. geb. n 3."
1184436738,Aus der Gedankenwelt. 1894.
1184436738,Bedeutung d. Wilh. Stolzeschen Stenographie für den Kulturfortschritt. 1886.
1184436738,Der Gottesbegriff des zwanzigsten Iahrhunderts. 1896.
1184436738,"Für Geist u. Herz. Eine Gabe für Deutschlands Töchter. Hrsg. v. A. C. (1. Reihe.) 8. (227) Berlin 1889, L. I. Münnich. geb. n 5."
1184436738,Seelendramen. 1897.
1034676032,"Aus der deutschen Mission unter d. weibl. Geschlechte in China. 8. I. Teil. Kulturbilder aus der Heidenwelt. (152) Hannover 1889, Verlag des Stefansstift. nn 1."
1034676032,Dasselbe. II. Teil. Die Missionsgeschichte. 8. (151) Ebda. 1890. nn 1.
1034676032,"Dasselbe. III. Teil. (Bedeutend stärker.) Darmstadt 1897, C. F. Winter. U. d. Presse."
116135395,"Aus den Edelhöfen des Balkan. Nov. Leipzig 1887, Unflath."
116135395,Dankos Glück. Ethnogr. Studie a. Afrika.
116135395,Ein Goldstück. Schausp. 1890.
116135395,Hochzeitslied. Lustsp. 1890.
116135395,Muschelkinder. Opernlibretto.
116135395,Psyche. Schausp. 1890.
116135395,"Südslavische Frauen. Auf Höhen u. Tiefen der Balkanländer. Mit einer Einleitg. v. I. A. Freiherrn v. Helfert. 4. (64 m. 5 Heliogr.) Budapest 1888, Wien, Frick. n 12."
116135395,"Vom Pariser Macadam. Nov. u. Skizzen. 8. (191) Dresden 1897, E. Pierson, n 2.50"
1168605822,"Eine Dorfschule. Erzählg. 8 (96) Paderborn 1870, Iunfermann. .75"
1168605822,"Erste Kämpfe. Mutter u. Sohn. Villa Eugenia. Drei Nov. Deutsch v. K. Tellmann. 16. (196) Leipzig 1888, Ph. Reclam jun. n .40"
1168605822,"Ethnea od. die Sklaven der Engländer. 8. (264) Münster 1856, Theissing. 2."
1168605822,"Iulie u. Marie. Briefe üb. d. kathol. Kultus. 2. Aufl. 12. (276) Köln 1851, Bachem. 2."
1168605822,Verfasserin d. Emilie u. Alwina. Iulie u. Marie. Briefe üb. den kath. Kultus. 12. (198) Ebda. 1846. 2.
1168605822,"Von der Verfasserin der Agnes von Lilien, 2 Tle. 8. (720) Leipzig 1840, Brockhaus. 10."
116169257,"Am Garda-See. Erzählgn., Märchen u. Skizzen. 8. (167) Arco 1889, Emmert. n 2.; geb. n 3."
116169257,Frischer Märchenstrauss. 1.50
116169257,"Neuer Märchenschatz für liebe Kinder. 8. (180 m. 5 L.) Mülheim 1875, Bagel. n 1.50"
12761009X,"Glückliche Kinderzeit. 4. (32 m. farb. Abbildgn.) Wesel 1886, Düms. geb. 1.50"
12761009X,Goldmäuschen. Märchen. 8. (6 Chromol. m. Text.) Ebda. 1887. .10
12761009X,Kleine Erzählungen für Knaben u. Mädchen. 4. (16 in. 8 Farbendr.) Ebda. 1888. 1.
12761009X,"König u. Dichter. Schausp. 16. (81) Leipzig 1868, Ph. Reclam jr. .20"
12761009X,"Nur ein Held. Schwank. 8. (19) Wien 1877, Wallishausser. 1."
12761009X,"Peter Stehauf u. and. lust. Geschichten f. Kinder v. 36 Iahren. 20. Taus. 4. (25 Chromol. m. Text.) Wesel 1890, Düms. kart. 1.80 u. 3."
12761009X,"Platen in Venedig. Lustsp. 16 (34) Leipzig 1869, Ph. Reclam jr. .20"
12761009X,"Sonnenschein u. Regen. 4. (8 Chromol. m. Text.) Wesel 1886, Düms. .50"
12761009X,Wo ist der Kuchen? u. and. droll. Geschichten f. Kinder v. 36 Iahren. 4. (16 Farbendr. m. Text.) Ebda. 1890. 1.50 u. 2.
139577351,"Frauen-Rache. Rom. 8. (790) Leipzig 1892, A. H. Payne. n 6."
1018621113,"Die Gefahren der Frauen-Emanzipation. Ein Beitrag zur Frauenfrage. 8. (55) Leipzig 1892, C. Reissner. n 1."
118893416,"Der Bua. Oberbayerisches Volksdrama in 4 Akten. 8. (102) Berlin 1897, Schuster & Löffler. 1.50"
118893416,"Der Kakadu u. Prinzessin auf der Erbse. Nov. 8. (139) München 1897, August Schupp. bar .90"
118893416,"Der standhafte Zinnsoldat. Drama. 8. (94) Berlin 1896, Schuster & Löffler. n 1.50"
118893416,"Feierabend u. andere Münchener Geschichten. 1. Aufl. 1893, 2. Aufl., Titelzeichng. v. Rich. Scholz. 8. (146) Ebda. (1893) 1896. n 1.; geb. n 2."
118893416,"Gedichte in Prosa. Neue Ausg. Titelzeichng. v. Rich. Scholz. 8. (106) (1893) 1896, Ebda. n 1.; geb. n 2."
118893416,Lebensstücke. Ein Novellenu. Skizzenbuch. Neue Ausg. Titelzeichng. v. Rich. Scholz. 8. (188) Ebda. 1893. n 1.; geb. n 2.
11727741X,"Die Nachbarskinder. (Erzählg. 3. Aufl. 12. (284 m. Titelbild.) Stuttgart 1890, Schmidt & Spring. geb. 4."
11727741X,Die Schwestern. 6. Aufl. 12. (276 m. 1 Stahlst.) Ebda. 1892. geb. 4.
11727741X,Drei Kränze. Erzählg. 16. (316) Ebda. 1875. geb. 3.
11727741X,"Echte Kindergeschichten. 2. Aufl. 12. (118 m. 4 L.) Stuttgart 1880, Schmidt & Spring. n 1.50"
11727741X,"Erwachen u. erblühen. Zwei Erzählgn. f. d. Mädchenwelt. Mit der Biographie des Verf. v. E. Ludwig. 8. (261) Berlin 1891, Bibliographische Anstalt, A. Warschauer. geb. in Leinw. n 3."
11727741X,Dasselbe. (Wohlf. Ausg.) (239) Ebda. kart. n 1.50
11727741X,"Eugenie u. ihr Schützling. Erzählg. f. die reifere weibl. Iugend. 2. Ausg. 8. (198 m. H.) Leipzig 1884, Spamer. n 3.; geb. n 4.50"
11727741X,Eva od. e. seltsames Vermächtnis. Erzählg. f. d. reifere weibl. Iugend. 2. Aufl. 8. (178) Ebda. 1882. n 3.; geb. n 4.50
11727741X,"Für Herz n. Geist. Auswahl deutscher Dichtg. f. die Frauenu. Mädchenwelt. 8. (255 m. Abbildgn.) Berlin 1892, Bibliographische Anstalt, A. Warschauer. geb. m. Goldschn. n 7.50"
11727741X,"Goldene Mitte. 2. Aufl. 16. (320) Stuttgart 1874, Schmidt & Spring. geb. n 3."
11727741X,"Im Hause d. Herrn Geheimrat. Erzählg. f. d. Mädchenwelt. 8. (259) Berlin 1888, Neufeld & Henius. geb. n 4."
11727741X,"Dasselbe. (Wohlf. Ausg.) 8. (237) Berlin 1895, Bibliographische Anstalt, A. Warschauer. kart. 1.50"
11727741X,"In der Schule des Lebens. Erzählg. in Briefen. 12. (262) Stuttgart 1876, Schmidt & Spring. geb. 4.50"
11727741X,Lebensbilder f. Vierzehnjährige. 16. (249) Ebda. 1870. geb. 3.
11727741X,"Lenora. Erzählg. f. d. Mädchenwelt. 4. Aufl. 12. (244) (1882) 1891, Berlin, Bibliographische Anstalt, A. Warschauer. geb. n 3."
11727741X,Dasselbe. (Wohlf. Ausg.) 8. (233) Ebda. 1895. kart. 1.50
11727741X,"Lenoras Sorgen. Aus Briefen an e. Freundin. Für erwachsene Töchter. 8. (224) Stuttgart 1882, Richter & Kappler. geb. nn 4.50"
11727741X,"Licht u. Schatten aus dem Leben junger Mädchen. 3. Aufl. 12. (332 m. 1 Titelbild.) Stuttgart 1892, Schmidt & Spring. geb. 4."
11727741X,Mädchenleben. Ein Tagebuch. 6. Aufl. 12. (266 m. Titelbild.) Ebda. 1890. geb. 4.
11727741X,Magdalenens Briefe. 5. Aufl. 12 (323) Ebda. 1889. geb. 4.
11727741X,"Maria Wernau. Erzählg. f. d. Mädchenwelt. 3. Aufl. 8. (311) Berlin 1891, Bibliographische Anstalt, A. Warschauer. geb. n 3."
11727741X,Dasselbe. (Wohlf. Ausg.) 8. (239) Ebda. 1895. kart. 1.50
11727741X,"Martina u. Gertrud. Erzählg. in Briefen f. erwachsene Töchter. 8. (218) Leipzig 1883, Bredow. n 4.; geb. n 5."
11727741X,"Dasselbe. 3. Aufl. (Wohlf. Ausg.) 8. (223) Berlin 1895, Bibliographische Anstalt, A. Warschauer. kart. 1.50"
11727741X,"Mary. Mädchenspiegel in Briefen. 2. Aufl. 16. (304) Stuttgart 1874, Schmidt & Spring. geb. n 3."
11727741X,Prüfungen. 3. Aufl. 8. (284) Ebda. 1888. geb. n 4.
11727741X,"Regina. Erzählg. f. erwachs. Mädchen u. d. Frauenwelt. 3. Aufl. 8. (320) Berlin 1888, Neufeld & Henius. geb. n 5.50"
11727741X,"Dasselbe. 4. Aufl. (Wohlf. Ausg.) 8. (237) Berlin 1895, Bibliographische Anstalt A. Warschauer., kart. 1.50"
11727741X,"Rosen u. Dornen. Gesammelte Nov. 8. (232) Magdeburg 1873, E. Baensch. n 4.50"
11727741X,"Dasselbe. (Wohlf. Ausg.) 8. (239) Berlin 1895, Bibliographische Anstalt, A. Warschauer. kart. 1.50"
11727741X,"Schloss Wendsheim. Erzähl. f. erwachs. Mädchen u. f. d. Frauenwelt. 3. Aufl. 8. (384) Berlin 1888, Neufeld & Henius. geb. n 6."
11727741X,"Dasselbe. 5. Aufl. (Wohlf. Ausg) 8. (250) Berlin 1895, Bibliographische Anstalt, A. Warschauer. kart. 1.50"
11727741X,"Unika. Eine Erzählg. 2. Aufl. 8. (252) Stuttgart 1888, Schmidt & Spring. geb. n 4."
11727741X,Wilstedt. Erzählg. in Briefen. 2. Aufl. 8. (226) Ebda. 1882. geb. n 3.
11727741X,"Zwei Töchter. Erzählg. f. die reif, weibl. Iugend. 2. Aufl. 8. (288) Ebda. 1888. geb. n 4."
116740922,"Blätter u. Briefe von E ... C ... Aachen, Carl Mayer. (70)"
116740922,"Freya. Eine vaterländ. Dichtg. 8. (86) Vergriffen. Danzig 1888, Hinstorff. n 1.50; geb. n 2.50"
116740922,"Iohannes v. St. Gallen. Ein Pilgerlied. 8. (160) Dresden 1892, E. Pierson. n 2.; geb. m. Goldschn. n 3."
116740922,"Kinderbilder. Meinen Töchtern gewidmet. Von E. L. C. (170) Aachen, Carl Mayer. geb. 4."
116740922,"Liederborn. Gedichte. 2. Aufl. 8. (171) Oldenburg 1887, Schulzesche Hofbuchhandlung. n 3.; geb. n 4."
116740922,"Dasselbe. 3 Auflage, illustriert. (202) Leipzig 1897, Gustav Köhler. brosch. 3.; geb. 5."
116740922,"Dasselbe anonym als Manuskript gedruckt. Aachen, Carl Mayer."
116740922,"Um der Wahrheit willen. Rom. 8. (336) Berlin 1896, C. Vogtsche Buchhandlung. brosch. n 3."
126243220,"Aus der Fremde in die Heimat. 8. Aufl. 32. (16) Karlsruhe 1879, F. Gutsch. .10"
126243220,Das Missionswerk des Herrn an Israel 32. (30) Ebda. 1865.
126243220,Der Arbeiter ist seines Lohnes wert. 12. (106) Ebda. 1876.
126243220,"Der Geistliche im Gefängnis. 9. Aufl. 32. (16) Lahr 1896, Ernst Kaufmann. .10"
126243220,Der grosse Christoph 2. Aufl. 32. (16) Ebda. 1887. .10
126243220,Des Soldaten letzte Nacht. 4. Aufl. 32. (15) Ebda. 1887. .10
126243220,Die Friedensboten in Säckingen. 82. (16) Ebda. 1888. .10
126243220,Die weisse Stube. 3. Aufl. 32. (20) Ebda. 1895. .10
126243220,Elisabeth. 32. (16) Ebda. 1888. .10
126243220,Gretchen-Nelly. 32. (16) Ebda. 1896. .10
126243220,Hildegard. 3. Aufl. 32. (16) Ebda. 1892. .10
126243220,"Komm' und sieh'! 32. (19) Karlsruhe 1875, F. Gutsch. .10"
126243220,"Lüge nicht. 3. Aufl. 32. (16) Lahr 1896, Ernst Kaufmann. .10"
126243220,"Nur treu, nur treu! Ein Wort der Liebe für die Missionsu. Heiden-Kinder. 11. Aufl. 32. (12) Ebda. 1888. .10"
126243220,"Regina, Iulie Ialberg, Gründerin des Mutterhauses für Kinderpflege in Nonnenweier. (32) 1889. .25"
126243220,Rosa u. Lina. 32. (15) Ebda. 1896. .10
126243220,Treu im kleinen. 3. Aufl. 32. (15) Ebda. 1892. .10
101140576,"Conrad v. Marburg. Ein Sucher der Ketzer u. ein Mehrer des Christenglaubens. Bilder aus dem 13. Iahrh. 8. (318) Marburg 1877, Braun. n 3."
101140576,"Das Gericht unter der Linde auf dem Leineberge zu Göttingen. Eine Geschichte aus dem 14. Iahrh. 8. (56) Hildesheim (1. Aufl. 1886), Gerstenberg. n 1."
101140576,"Dasselbe. 2. Aufl. 1889, Marburg, Elwerts Verlag. n 1."
101140576,"Der Weg zur Himmelsthür. Eine poetische Erzählg. f. Kinder. 2. Aufl. 16. (31) Marburg 1876, Braun. n .25"
101140576,"Seufzer u. Iubel-Lieder auf der Pilgerreise. 8. (256) Marburg 1888, Elwerts Verlag. n 2.60; geb. n 3.60"
101140576,Stiller Einfluss. Eine Erzählg. aus dem Arbeiterleben. 8. (33) Ebda. 1879. n .30
116787619,Aus der Tiefe. 1. Aufl. 1873. 2. Aufl. 1875. Wien.
116787619,Blüten u. Blätter. 1862.
116787619,Dichtergrüsse. 1860.
116787619,"Die Wiedereroberg. Panoniens. 1878. 12. (102) Pressburg 1877, G. Heckenast Nachf. Ermäss. Preis .50"
116787619,"Iugendträume. 8. (284) Wien 1858, Gerolds Sohn. n 4."
116787619,Liederkranz. 1859.
116787619,"Poesiegestalten. Gedichte. 2 Bde. 8. (558) Pest 1863, Grill. 9."
116787619,"Streifzüge a. d. Gebiete d. Kulturlebens. 8. (223) Wien 1885, Schmid. n 3.20"
1023591839,"Die Berghäusler. Eine Tirolergeschichte f. d. Iugend. 8. (188 m. 5 farb. Bildern) Stuttgart 1897, Süddeutsches Verlags-Institut. geb. 3."
116037970,"Praktische Anweisung zur Bereitung des Rossfleisches. 8. (24) Elberfeld, Bädecker. .50"
116037970,"Praktisches Kochbuch f. d. gewöhnl. u. feinere Küche. Fortgeführt v. L. Rosendorf. 31. Aufl. 8. (750) Bielefeld 1891, Velhagen & Klasing. 3.50; geb. 4.50"
116037970,"Dasselbe. 35 Aufl., v. L. Holle. (764) Ebda. 1896. 3.50; geb. 4.50"
116037970,"Puppenköchin Anna. Prakt. Kochbuch f. kleine liebe Mädchen. 8. Aufl. 1. Aufl. 1856 12. (136) Leipzig 1891, Verlag der Arbeitsstube. kart. n 1."
116037970,"Puppenmutter Anna od. wie Anna sich beschäftigt u. ihren Puppenhaushalt führt. Nebst Erzählgn. für Mädchen von 810 Iahren. Mit 4 Farbendrucken v. E. Kepler. 4. Aufl., bearb. v. Emma Heine. Leipzig, E. Twietmeyer. In farb. Kartonband 2."
116037970,"Vollständiges Haushaltungsbuch. 1. Tl. 8. (XII, 178) Elberfeld 1850, Bädecker. 2."
116037970,"Zuverlässige u. selbstgeprüfte Recepte. 2. verb. u. verm. Aufl. 8. (400) Bielefeld 1846, Velhagen & Klasing. 2.50"
117081124,"Aus der Salzbüchse.  Drei Schock u. drei Spruchverse u. Verssprüche. 8. (130) Hirschberg i. Schles. 1889, August Kruhl. 1.50"
117081124,"Briefe einer alten Bäuerin. 8. (30) Hirschberg 1890, Volksarztverlag. .20"
117081124,Briefe eines deutschen Knaben. 8. (74) Ebda. .50
117081124,"Bücherblätter. Badeerinnerungen. Gedichte. Mit 22 Federzeichngn. von Iohanna Bauck. 4. (60) Landeshut, Elternhaus-Verlag (Paul Schultze). 3."
117081124,"Elternhaus. Monatsblatt. Iahrg. 1897. 8. (ca. 3248) Landeshut, Paul Schultze. Iahresabonnement 3."
117081124,"Heidekind. 4. (119) Barmen 1888, Wiemann. n 6.; geb. n 8."
117081124,"In Dämmerungen. Gedichte. 8, (356) Friedland 1892, Herm. Walter. 1.50"
117081124,"Lerchenlied überm Ackerfelde. Für den Familienkreis der Herausgeberin bestimmt. 8. (160) Verlag der Verfasserin. ‒ Übersetzgn. aus den skandinavischen Sprachen. 4 Hefte. 8. (etwa 140) Hirschberg 1895, August Kruhl. à 1."
117081124,Unser Fritz. Erinnergn. an Kaiser Friedrich. 8. (30) Ebda. 1889. .30
117081124,Wiegenlieder der Mutter Gottes. 8. (80) Selbstverlag der Verfasserin. .10
1258723123,"Allah ist mächtig u. gerecht. Erzählg. aus dem Nillande. 8. (187 m. 4 Farbendr.) Stuttgart 1892, Schmidt & Spring. kart. 3."
1258723123,Die gebildete Frau u. die neue Zeit. Eine Gabe an die deutschen Frauen. 8. (56) Göttingen 1897. Vandenhoeck & Ruprecht. n 1.
1258723123,"Dorfgeschichten f. d. Iugend u. d. Volk. 8. (212 m. 5 Farbendr.) Stuttgart 1889, Schmidt & Spring. geb. 4."
1258723123,"Gott ist der Waisen Vater. Erzählg. f. d. Iugend.  Hilf dir selbst, so hilft dir Gott! Erzählg. f. die Iugend. Von Th. Griesinger. Neue Ausg. (236 m. 2 Farbendr.) Ebda. 1891, kart. n 2.25"
1258723123,Dasselbe. 12. (76 m. 4 Stahlst.) Ebda. 1888. .75
1258723123,Handwerk hat goldenen Boden. Erzählg. 12. (169 m. 4 Stahlst.) Ebda. 1892 kart. .75
1258723123,Unter Frühlingsstürmen. Erzählg. 12. (112 m. 4 Stahlst.) Ebda. 1891. kart..75
1034711873,"Die Achten-Lini. Nov. nach Motiven a. d. Künstlerleben. 2. Aufl. 8. (100 m. Portr.) Braunschweig 1890, Goeritz. n 2.50; geb. n 3.50"
1034711873,"Die Eheverschreibung. Familienerzählg. aus d. Anf. uns. Iahrhunderts. 8. (126) Braunschweig 1893, A. Limbach. n 2.20; geb. 3."
1034711873,Einst u. Ietzt. Nov. Mit Illustr. Ebda. geb. 3.
1050460316,"Wilde Reben. Gedichte. 12. (86) München 1893, H. Lukaschik. n 1.; geb. n 1.50"
1192865847,"‒ »Adelheid«. Schausp. in 5 Akten, Wien, Selbstverlag der Verfasserin."
116081392,Das Amulet. Lustsp. 1891.
116081392,"Die Einwilligung. 8. (151) Dresden 1891, Ehlermann. n 2."
116081392,"D' Schand'. Volksstück. 8. (88) München 1894, Berlin, Schuster & Loeffler. n 1.50; erm. Pr. n 1."
116081392,"Die selige Insel. Dramatisches Idyll. 12. (93) Berlin 1897, Ebda. n 1."
116081392,"Die sieben magern Kühe. Komödie in 3 Akten. 8. (136) Berlin 1897, S. Fischer Verlag. n 2."
116081392,Es fiel ein Reif. Drama. 8. (39) Ebda. 1896. n .50
116081392,"Hoch oben. Nov. 8. (167) Stuttgart 1888, A. Bonz & Co. n 3 ; geb. n 4."
116081392,Katastrophen. Neue Nov. 8. (152) Ebda. 1895. n 3.; geb. n 4.
116081392,Ohne Führer.  Urban. 2. Nov. 8. (180) Ebda. 1891. n 3.; geb. n 4.
116081392,Verlobung bei Pignerols. Schwank. 1891.
116086033,Gedichte in hochdeutscher u. plattdeutscher Mundart. 5. Aufl. 16. (287) Ebda. 1878. n 4.50; geb. n 6.
116086033,Gelegenheitsgedichte. 2. Aufl. 16. (247) Ebda. 1861. n 1.80
116086033,Zwei Gedichte an Schleswig-Holstein. 8. (4) Ebda. 1864. .15
1050460537,"Auf seine Stelle jeder Mann. Erzählg. 12. (48) Norden 1878, Soltau. n .25"
1050460537,"Aus eigner Kraft. 12. (86) Barmen 1880, Klein. n .50"
1050460537,Ein Iahr m. deutschem Liederklange. Zwölf Bilder aus dem Alltagsleben. 2. Aufl. 12. (111) Norden 1890. Soltau. n 1.50; geb. m. Goldschn. n 2:50
1050460537,Gottes Treu. 12. (46) Ebda. 1880. n .25
117291226,"Aus Drang und Not. Erzählg. 16. (250) Prag 1897, Iakob B. Brandeis. .20"
117291226,Erzählungen. 2 Bde. 8. Hamburg. O. Meissner. n 6.
117291226,"In letzter Stunde. Nov. 8. (292) Leipzig 1897, P. Braun. 2. ‒ Über Klippen. Rom. 2 Bde. 8. (390) Dresden 1894, C. Reissner. n 6."
117277800,"Adventszeit u. Weihnachtsfreud. 12. (102) Berlin 1876, Hauptverein f. christliche Erbauungsschriften. .60"
117277800,"Aus meinen Träumen. 16. (194) Norden 1877, Soltau. 2.50; geb. 4."
117277800,Bilder a. d. Kinderleben. 3. Tl. Kl. Erzählgn. f. d. Iugend. 12. (104) Ebda. 1882. .60
117277800,Dasselbe. 1. u. 2. Tl. (112 u. 132) 1880. .70; .60
117277800,"Des Lumpensammlers Pflegekind. Eine Erzählg. f. d. Volk. 8. (215) Hamburg 1880, Agentur des Rauhen Hauses. 1.20"
117277800,"Die kleinen Schatzgräber. Eine Erzählg. 8. (224) Berlin 1874, Hauptverein f. christliche Erbauungsschriften. 1.20"
117277800,"Lieder-Märchen f. Kinder. 8. (301 m. 1 L.) Berlin 1872, Winckelmann & Söhne. geb. 1.50"
117277800,"Treue im Kleinen. (96) Berlin 1884, Hauptverein f. christliche Erbauungsschriften. .60"
141161868,‒ Ährenkranz. Plattdeutsches Lustsp. 1893.
141161868,Der eiserne Ring. Historische Komödie. 1892.
141161868,Die Heilsgeschichte. Oratorium. 1895.
141161868,"Durch die Zeitung od. Albertstr. 7. Schwank. 8. (31) Leipzig 1891, O. Mutze. n .50"
141161868,Familie Mertens. Volksstück. 1895.
141161868,In Rumänien. Lustsp. 1894.
141161868,"Iohann Friedrich d. Grossmütige. Zur Erinnerg. an seine vor 350 Iahren bestandenen Glaubenskämpfe. Festsp. in 5 Aufz. 8. (111) Altenburg 1897, St. Geibel. n 2."
141161868,Vermählungsfestspiel. Feerie. 1895.
116116625,"Iephthas Opfer. Trauersp. 8. (160) Berlin 1874, v. Decker. 3."
116116625,Ioseph. Gedicht. 16. (299) Ebda. 1855. 3.; geb. n 4.
116116625,"Kaiserin Adelheid. Geschichtliche Erzählg. f. d. Iugend. 2. Aufl. 12. (93) (Mit 1 Titelbild.) Leipzig 1895, A. Oehmigke. kart. .75"
116116625,"Nach Mexiko u. zurück in d. Heimat. 16. (218) Stuttgart 1868, Risch. 2.10"
116116625,"Neue Märchen aus Wald, Feld u. Wiese. 16. (236) Berlin 1854, v. Decker. 2.25; geb. n 3."
116116625,"Onkel Martin. Eine Dorfgeschichte. 2. Aufl. 8. (248) Esslingen 1879, Schreiber. n 2."
116116625,"Stephanie, Königin v. Portugal. Lebensbild e. deutschen Fürstentochter aus unserer Zeit. 8. (127) Stuttgart 1864, Risch. 1.50"
116116625,Thans. Aus einem Dorfleben. Zwei Erzählgn. 8. (126) Ebda. 1860. 1.20
116116625,Vom Kinde Iesu. Geschichten n. Legenden f. d. Iugend. 4. (24) Ebda. 1863. 3.
116116625,"Wengi, der Bürgermeister von Solothurn. Eine Erzählg. f. d. Iugend u. das Volk. 16. (91) Ebda. 1862. .75 ‒ u. Wiesenblumen von der Sieg und Feldblumen vom Rheine. 1. u. 2. Tl. 8. (720) Düsseldorf 1847, Schaub in Kommission. geb. n 6."
1234931001,"Gedichte. (Mit verziert. Anfangs-Buchstaben u. Titelvign.) 8. (96) Berlin 1841, Schlesinger. 1.50"
1234931001,"Lieder 4. Ausg. 16. (184) Berlin 1869, Nicolais Verlag. geb. n 3."
1234931001,Neuere Lieder. 8. (55) Ebda. 1849. 1.50
136205488,L'art chrétien en Égypte. Motifs de broderie copte. 1.3. partie. In deutsch. u. franz. Ausg. 4. (à 30 z. Tl. farb. Taf. m. 21 illustr. Text) Ebda. 1892. In Mappe à 2.
136205488,"Le crochet. Die Häkelarbeit. 1. u. 2. Serie. 4. (29 u. 32 m. Abbildgn. u. je 8 Taf.) 1894, 1895, Ebda. In Mappe à n 2."
