identifier,surname,prename,name_complete,place_of_birth,place_of_death,date_of_birth,date_of_death,biography,bibliography,alternative_names,alternative_biography,alternative_bibliography,wohnort_1,wohnort_2,wohnort_3,wohnort_4,wohnort_5,wohnort_6,wohnort_7,wohnort_8,wohnort_9,wohnort_10,wohnort_11,wohnort_12,wohnort_13,wohnort_14,wohnort_15,wohnort_16,wohnort_17,wohnort_18,Sprache,Sprache_2,Sprache_3,Sprache_4,Sprache_5,Sprache_6,Sprache_7,Sprache_8
118812572,Hentz,Caroline Lee,Hentz Lee Caroline,.,.,1800,1856,"Hentz, Caroline Lee. Ernst Linwood. Eine Erzählg. deutsch v. Frdr. Thalberg. 3 Bde. 8. (650) Leipzig 1856, Einhorn. 4.50","‒ Linda od.: Der Steuermann d. »Belle-Creole«. 2 Tle. 8. (289) Wien 1863, Bartelmus. n 1.60 ‒ Markus Warland od.: Die Moosquelle. Aus d. Engl. v. F. Arendt. 8. (293) Leipzig 1856, Einhorn. (Vergriffen.) 1.80",.,.,.,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119387727,Henze,Eleonore,Henze Eleonore,Darmstadt,Frankfurt am Main,1908-11-20,1968-05-30,"Henze, Eleonore. Katechismus d. Kochkunst. 8. (135) Leipzig 1853, Weber. 1.– u. Adf. Henze. Damen-Bibliothek. 1. u. 2. Bdchen. 8. Leipzig 1855, Goetze. Inh.: Das Orakel. (79) Das Buch d. Gesellschaftssp. (80) (Vergriffen). –.75",.,.,.,.,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
143148141,Herber,Frl. Pauline,Herber Pauline,Idstein,Boppard,1852-02-29,1921-07-28,"Herber, Frl. Pauline, Saarburg b. Trier, geboren am 29. Februar 1852 zu Idstein im Taunus, wirkte sie eine Reihe von Jahren als Seminarlehrerin zu Montabaur und zu Saarburg, Bezirk Trier. Seit dem 1. Juni 1897 pensioniert, lebt sie zu Boppard a. Rhein, ihre Kräfte dem dort errichteten Lehrerinnenheim, sowie der Leitung des Vereines katholischer Lehrerinnen widmend. Sie gab heraus: »Der Beruf der Lehrerin«, zweite Auflage, Schöningh Paderborn 1891. Ausserdem veröffentlicht sie Abhandlungen, Lehrproben und Gedichte in der Monatsschrift für katholische Lehrerinnen, sowie einen Ratgeber über Berufsschriften für Lehrerinnen.","‒ Der Beruf der Lehrerin. 2. Aufl. 12. (138) Paderborn 1891, F. Schöningh. kart. 1.–; geb. 1.40 ‒ Ratgeber über Berufsschriften für Lehrerinnen. 1. Aufl. 1891, 2. Aufl. 1895.",.,.,.,Boppard,Paderborn,Trier,Montabaur,Idstein,Boppard a. Rhein,Saarburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116729058,Herbst,Frl. Anna,Herbst Anna,Königsberg,.,1842-04-30,.,"Herbst, Frl. Anna, Ps. A. Herbst, Frankfurt a. M., Hochstrasse 30, ist als Übersetzerin thätig.",.,.,.,.,Frankfurt a. M.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Französisch,Holländisch,.,.,.,.,.,.
137280009,Herbst,Paula,Herbst Paula,.,Leipzig,1818,1883,"Herbst, Paula, geboren den 5. April 1818 zu Langendorf b. Weissenfels, gestorben den 12. September 1883 in Leipzig. S. P. Hilscher.","‒ Der Erbe. (Fortsetzg. von deren »Das Fideikommiss.«) 3 Bde. 8. (537) Wurzen 1859, Verlags-Comptoir. 1.20 ‒ Der Prügeljunge. Rom. 3 Bde. 8. (659) Ebda. 1863. 1.20 ‒ Der Silberhut. (Fortsetzg. von »Der Jungfernturm«.) 3 Bde. 8. (510) Ebda. 1860. 1.20 ‒ Der Sohn des Schmugglers. Rom. 3 Bde. 8. (556) Ebda. 1881. 1.20 ‒ Die Spekulanten. Rom. 2 Bde. 8. (455) Leipzig 1858, Kollmann. 6.– ‒ Die Sühne. (Fortsetzg. von deren »Ein Gerücht«.) 3 Bde. 8. (515) Wurzen 1858, Verlags-Comptoir. 1.20 ‒ Doch noch. (Fortsetzg. von »Die Romanheldin«.) 3 Bde. 8. (562) Ebda. 1859. 1.20. ‒ Eglantine Anke. Nov. 5 Bde. 8. (733) Ebda. 1865. 1.20 ‒ Ein fremdes Kind. Nov. 3 Bde. 8. (627) Ebda. 1864. 1.20 ‒ Ein gebrochenes Herz. Rom. 3 Bde. 8. (510) Ebda. 1857. 1.20 ‒ Eine Stiefmutter. Rom. 3 Bde. 8. (520) Ebda. 1858. 1.20 ‒ Heimatlos. Rom. 3 Bde. 8. (668) Bremen 1872, Kühtmann & Co. 10.50 ‒ Jena und Strassburg. Nov. 2 Bde. 8. (413) Altona 1871, Verlags-Büreau. 6.– ‒ Im Sturm der Zeit. Rom. 3 Bde. 8. (618) Ebda. 1873. 9.– ‒ Kabale und Liebe. Rom. 2 Bde. 8. (441) Leipzig 1869, Rötschke. 6.– ‒ Kontraste. Rom. 3 Bde. 8. (634) Wurzen 1863, Verlags-Comptoir. 1.20 ‒ Lady Derwentwater. ‒ Liebe und Schuld. Rom. 3 Bde. 8. (570) Wurzen 1862, Verlags-Comptoir. 1.20 ‒ Moje und Fritze. (Fortsetzg. von »Der Vormund«.) 3 Bde. 8. (497) Ebda. 1860. 1.20 ‒ Novellen. Schloss Fichtelstein. Glückswechsel. Arabella. 8. (225) Altona 1873, Verlagsbureau. 3.– ‒ Olga. (Fortsetzg. von deren »Ein launisches Weib«.) 3 Bde. 8. (511) Wurzen 1857, Verlags-Comptoir. 1.20 ‒ Orangenblüte. Nov. 8. (235) Leipzig 1870. Rötschke. 3.– ‒ Sie hat kein Herz. Rom. 8. (119) Würzburg 1874, Keller. 1.50 ‒ Stiefmütterchen. Nov. 8. (256) Leipzig 1869, Rötschke. 3.– ‒ Susanne od.: Treu bis in den Tod. Nov. 16. (190) Leipzig 1876, Wölfert. n 2.– ‒ Treue Herzen. Eine Liebesgeschichte. 16. (190) Ebda. 1878. n 1.– ‒ Ture Horn. Fortsetzg. v. »Der Einsiedler auf der Johannisklippe« v. Emilie Flygare-Carlén, v. P. H. 2 Bde. 2. Aufl. 8. (424) Wurzen 1860, Verlags-Comptoir. n 1.20 ‒ Überall zu spät. Nov. 2 Bde. 8. (371) Ebda. 1856. 1.20 ‒ Verfolgt und gerettet. Original-Nov. 8. (297) Leipzig 1875, Dege. n 4.– ‒ Von Altmühl nach Sonderburg und Fridericia. Rom. 4 Bde. 8. (817) Wurzen 1864, Verlags-Comptoir. 1.30",.,.,.,Langendorf,Leipzig,Weissenfels,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1176533886,Herf-Wachter,Frau Antonie,Herf-Wachter Antonie,"Schloss Schönstein (Wissen, Landkreis Altenkirchen (Westerwald))",.,1837,.,"Herf-Wachter, Frau Antonie, Wiesbaden, Stiftstrasse 15, Gartenhaus II, am 15. März 1837 geboren, als Tochter des Polizeirats und Richters Wachter, auf Schloss Schönstein a. Sieg, begann ihre schriftstellerische Thätigkeit erst im Jahre 1877, nach dem Tode ihres Gatten, dem Oberstlieutenant Herf. Ihre »Briefe einer jungen Frau aus Indien«, von denen Friedrich von Bodenstedt das überaus günstige Urteil fällte, dass dieselben zu den besten Reiseschilderungen unserer Zeit gehörten, und welche jetzt in der 2. Auflage erscheinen, sind ins Französische und Holländische übersetzt worden. Auch ein Märchencyklus aus ihrer Feder, der in verschiedenen Jugendzeitschriften erschien, soll englisch und französisch übersetzt werden. »Briefe aus Indien« sind in verschiedenen Tagesblättern zum Abdruck gelangt. Ein »Bilderbuch für begabte Kinder«, ca. 18 Gedichte mit erziehlicher Tendenz, befindet sich gegenwärtig in den Händen eines bedeutenden Malers zum Zweck der Illustration. Eine »Herbstphantasie«: »Gutedel«, welche seiner Zeit im Wiesbadener Tageblatt erschien, wurde als Ballet arrangiert und fand auf der Wiesbadener Hofbühne eine vierzehnmalige Aufführung.","‒ Briefe einer jungen Frau aus Indien. 1. Aufl. 1885. 2. Aufl. 8. (170) Stuttgart 1897, Krabbe. n 3.60; geb. bar n 5.–",.,.,.,Wiesbaden,Schloss Schönstein,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
113668295,Herge,Ferdinande,Herge Ferdinande,.,.,1788-08-19,.,"Herge, Ferdinande, Ps. Penseroso aus Pirna, seit 1828 als Erzählerin bekannt.",‒ Gesammelte Schriften. 1850.,.,.,.,Pirna,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126336806,Hering,Johanna,Hering Johanna,Memel,.,1821-01-29,1884,"Hering, Johanna, s. Olga Eschenbach.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1038714656,Hering,Margarete Friederike,Hering Margarete Friederike,.,Leipzig,1840,1874,"Hering, Margarete Friederike, geboren 1840 in Altgersdorf, gestorben am 18. September 1874 in Leipzig.",‒ Gedichte. Zur Erinnerg. an die Verstorbene als Manuskript gedruckt. 1875.,.,.,.,Altgersdorf,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1185780580,Hermann,Rosa,Hermann Rosa,.,.,1852,1876,"Hermann, Rosa, s. Hermine Häcker.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1060114836,Hermann,Sophie,Hermann Sophie,.,.,1772-08-15,1843-08-11,"Hermann, Sophie. Illustriertes Kochbuch für die bürgerliche Küche in Nordund Süddeutschland. 4. Aufl. Von Helene Baumgart. 8. (217) Oranienburg 1894, E. Freyhoff. geb. n 1.60",.,.,.,.,Oranienburg,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116744553,Hermstein,Frl. Gertrud,Hermstein Gertrud,.,.,1856,.,"Hermstein, Frl. Gertrud, Schweidnitz, Waldenburgerstrasse 17. Geboren den 29. Januar 1856 zu Schlogwitz, Kreis Neustadt, Oberschlesien, besuchte sie die höhere Töchterschule in Jauer, dann das Lehrerinnenseminar des Dr. Nisle in Breslau, legte 1876 ihr wissenschaftliches Staatsexamen ab, wurde Erzieherin in der Familie des Grafen Pfeil bei Brieg, musste kränklichkeitshalber nach einem Jahre diesen Beruf aufgeben, widmete sich dann ausschliesslich dem Studium","‒ Die Reise nach dem Nordkap. Nov. Neue Ausgabe 8. (248) Stuttgart 1891, Deutsche Verlags-Anstalt. geb. 3.– ‒ Ruth Leuschner. Nov. 8. (127) Leipzig 1897, Hermann Hillger, Verlag. –.20 ‒ Unter den Tannen d. Schwarzwaldes. Nov. 8. (132) Strassburg 1885, K. I. Trübner. 2.–",.,.,.,Waldenburg,Breslau,Brieg,Iauer,Neustadt,Schweidnitz,Schlogwitz,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116255056,Herold,Frau Hedwig,Herold Hedwig,Dessau,Berlin,1845-04-11,1900-03-05,"Herold, Frau Hedwig, Berlin SW., auch unter ihrem ersten Frauennamen H. Kluge bekannt, ist die Tochter des Professors Dr. G. Rasmus und wurde am 11. April 1845 in Dessau geboren. Sie vermählte sich mit Emil Kluge, der auch als Dichter bekannt war, aber frühe starb. Am 14. Mai 1877 heiratete sie den Kammervirtuosen Henri Herold, dessen Konzertreisen ihr Gelegenheit gaben, die Welt zu sehen und mit bedeutenden Männern in Berührung zu treten. Ihre Romane »Nixenblut« im »Berliner Tageblatt« und »Der kleine Stellvertreter« in der »Täglichen Rundschau« machten ihr einen Namen als Novellistin. Gegenwärtig ist sie Redaktrice der »Grossen Modenwelt« von John Henry Schwerin, und schreibt auf Wunsch des Herausgebers unter den Pseudonymen: H. v. Dessau und Henrik Rudbeck. Viele Gedichte, Märchen, Romane und Dramen stammen aus ihrer Feder.","‒ Der Kleine u. sein Stellvertreter. Rom. 12. (108) Berlin 1887, Goldschmidt. n –.50 ‒ Die Entführung. Lustsp. 1886. ‒ Die Herzogin v. Ferrara (mit Jul. Grosse). 1886. ‒ Ein Gedicht. Lustsp. 1875. ‒ Eine venetianische Hochzeit. Oper in 1 Akt v. H. Herold. Musik v. Mai Jentsch. ‒ Gedichte. 1872. ‒ Gustav III. Drama. ‒ Märchen. 8. (131 m. Illustr.) Grossenhain 1894, Baumert & Ronge. geb. 2.– ‒ Wilde Rosen. Gedichte. 1872.",.,.,.,Dessau,Schwerin,Rom,Berlin,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116745932,Herr,Frau Pauline,Herr Pauline,.,.,1845,.,"Herr, Frau Pauline, geb. Geering, Ebersdorf, Reuss j. L., schreibt Gedichte für christliche Zeitschriften.","‒ In Heerendyk (Serinam) Wassersnöte und dürre Zeiten. 8. (ca. 16 m. 1 Bild) Niesky u. Herrnhut 1893, Gnadau, Unitäts-Buchhandlung. –.05",Herrkorn Pauline;.;.,"Ps. C. Braun, Ragnit, Ostpreussen, wurde am 25. Juni 1845 zu Pillkallen in Ostpreussen als die Tochter eines Kaufmannes geboren. Eine Cousine beeinflusste sie, sich mit der Feder zu versuchen. Ihre an Umfang nicht bedeutenden, aber belehrenden und von religiösem Geiste durchwehten Arbeiten erschienen zuerst in der »Musikalischen Jugendpost« unter dem oben genannten Pseudonym. Jetzt schreibt sie hauptsächlich für christliche Sonntagsblätter und einige Frauen-Zeitschriften.",.,Ebersdorf,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1038723981,Herrlinger-Ludwig,Frau Lina,Herrlinger-Ludwig Lina,.,.,1849,1925,"Herrlinger-Ludwig, Frau Lina, Grossgartach bei Heilbronn, geboren den 16. April 1849 zu Grossgartach in Württemberg, als die älteste Tochter des Gutsbesitzers Karl Ludwig, hatte das Glück, ihre Jugend unter dem Auge eines hochbegabten Vaters zu verleben. Am 10. November 1870 verheiratete sie sich mit ihrem Vetter Gustav Herrlinger, Mühlenbesitzer zu Grossgartach, dessen früher Tod sie schon nach 8jähriger Ehe zur Witwe machte. Ein bewegtes Leben, reich an schmerzlichen Erfahrungen nach innen und aussen, verlieh ihren Gedichten eine ernste Färbung, und gar oft waren ihre, auf lose Blätter hingeworfene Verse ein Akt der","‒ Meine Lieder. 12. (238) Stuttgart 1894, A. Bonz & Co. Geb. in Leinw. n 3.60",.,.,.,Grossgartach,Heilbronn,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
142398489,Herrmann,Christine,Herrmann Christine,.,.,1838,1888,"Herrmann, Christine, Ps. Christine, Dichterin, geboren am 2. April 1838 in Kiel, gestorben am 8. Februar 1888 in Heidelberg.","‒ Christine. 2. Tle. 12. Karlsruhe, Braunschweig, Wollermann. à nn 1.25; in 1 Bd. geb. nn 3.– ‒ Dasselbe. 1. Aufl. (87) 1883. ‒ Dasselbe. 2. Aufl. (76) 1884. Dasselbe. 5. Aufl. (76) ‒ Christinens Lieder. 1. Tl. 6. Aufl. 12. (119) Heidelberg 1878, Berlin, Deutsche evangelische Buchu. Traktat-Gesellschaft. à n 1.60 ‒ Dasselbe. 2. Tl. 3. Aufl. (71) 1877. ‒ Briefe an d. Leidensschwestern. 1831 u. 1882. 2. Aufl. 12. (96) Heidelberg 1883, Braunschweig, Wollermann. nn 1.25 ‒ Hildebrand. 12. (108) Ebda. 1883. nn 1.25 ‒ Maria. 12 (70) Heidelberg 1880, Berlin, Deutsche evangelische Buchu. Traktat-Gesellschaft. n 1.60 ‒ Trost u. Rat f. d. Leidensschwestern. 3. Aufl. 12. (65) Heidelberg 1883, Braunschweig, Wollermann. nn 1.25",.,.,.,Heidelberg,Kiel,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1242054464,Herrmannsdorfer,Frl. Caroline,Herrmannsdorfer Caroline,.,.,1861-12-26,.,"Herrmannsdorfer, Frl. Caroline, München, Arcisstrasse 48, geboren am 26. Dezember 1861 in München, hat sie ihre Eltern sehr früh verloren und war ganz und gar auf sich selbst angewiesen. Sie ist seit 18 Jahren Buchhalterin in einem Münchener Bankhause.",.,.,.,.,München,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1250196353,Hertlein,Luise,Hertlein Luise,.,.,1821,1897,"Hertlein, Luise. Dreissig Ballspiele. 8. (50) Wien 1860, Lechner. n 1.50",‒ Friedrich Fröbels Bauspiele. 8. (80) Ebda. 1860. n 4.– ‒ Zwanzig Kinderspiele. 8. (122) Ebda. 1859. n 2.–,.,.,.,Wien,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118913581,Hertz,Frl. Henriette,Hertz Henriette,Köln,Rom,1846-01-06,1913-04-09,"Hertz, Frl. Henriette, Rom, Via Sistina 64, Palazzo Zuccari.",.,.,.,.,Rom,Palazzo Zuccari,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Französisch,.,.,.,.,.,.,.
1255162139,Hertzka,Friederike,Hertzka Friederike,.,.,[18XX],1941,"Hertzka, Friederike, Ps. George May, Wien I, Habsburgergasse 5, geboren zu Wien, lebt daselbst während der Wintermonate und leitet im Sommer die ihrem Gatten gehörende Wasserheilanstalt in Ischl, Salzkammergut. Von ihr erschienen Novellen und ein Roman in den Zeitschriften: »Über Land und Meer«, »Illustrierte Welt« und »Neue illustrierte Zeitung«. Ferner veröffentlichte sie eine Erzählung »Mutter und Töchter« (Alexander Danz) und einen Band Novellen »Das Modell und andere Geschichten« (Pierson). Die von George May in »Über Land und Meer« veröffentlichten Novellen sind: »Das Modell« (1878/79), »Der Gondolier« (1879/80), »Ruths Verlobung« (1879/80); in der »Neuen illustrierten Zeitung«: »Die Trostburg«, Roman (1886); in der »Illustrierten Welt«: »Miska der Husar« (1886); in der Zeitschrift »Frauenleben«: »Freie Bahn den Frauen« (1895), ein Beitrag zur Frauenfrage, die später im Selbstverlag als Broschüre erschien. Werke s. George May.",.,.,.,.,Wien,Rom,Ischl,Wien,Rom,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Englisch,.,.,.,.,.,.
116755679,Herwegh,Emma,Herwegh Emma,Magdeburg,Paris,1817-05-10,1904-03-24,"Herwegh, Emma. Der berühmte Doktor Mathäus. (Von Erckmann-Chatrian.) Übers. a. d. Franz. 2 Bdchn. Leipzig, Ph. Reclam jr. n –.20","‒ Zur Geschichte der deutschen demokrat. Legion aus Paris von einer Hochverräterin. 8. (56) Grünberg 1849, Levysohn.",.,.,.,Leipzig,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Englisch,Französisch,Dänisch,Schwedisch,Norwegisch,.,.,.
117192945,Herz,Auguste,Herz Auguste,Dresden,Blasewitz,1824-01-23,1898-02-06,"Herz, Auguste. Hauserziehung u. Kindergarten. Vorträge für Frauen u. Jungfrauen. 8. (378) Leipzig 1851, Keil & Co. 4.–",.,Scheibe Auguste;.;.,"Ps. S. Augustin, Dresden-Blasewitz, Naumannstrasse 1, am 23. Januar 1824 in Dresden geboren, entstammt sie einer in guten Verhältnissen lebenden Bürgerfamilie und empfing eine den damaligen Begriffen entsprechende einfache Mädchenerziehung, die sie schon während der Schuljahre durch Sprachstudien und später durch ernste Lektüre zu vervollkommnen strebte. Im Iahre 1847 begleitete sie eine englische Familie als Gouvernante auf Reisen und erweiterte dadurch ihre Lebensanschauungen. Nach Dresden zurückgekehrt, erlebte sie die Maitage (1849) mit allen ihren Erregungen und trat in Verbindung mit vielen der freisinnigen Richtung angehörenden, bedeutenden Männern und Frauen. Insbesondere schloss sie sich in herzlicher Freundschaft an Louise Otto an, die damals zuerst das Banner der Frauenbewegung erhob und zählte bald zu den eifrigsten Mitarbeiterinnen der von ihr herausgegebenen »Frauenzeitung«, welche das Motto trug: »Dem Reich der Freiheit werb' ich Bürgerinnen.« Gleichzeitig hatte sie eine andere hochbedeutende Frau, Auguste Herz, eine Schülerin Friedrich Fröbels, kennen gelernt, und widmete sich unter ihrer Leitung der Kindergärtnerei. Als sich ihre Freundin veranlasst sah, sich von der Direktion der Anstalt zurückzuziehen, ging diese in die Hände;.;.","‒ Addison. Beiträge zum Zuschauer u. Plauderer. Übers. 8. (343) Berlin 1866 Eichhoff. 2.– ‒ Bleakhaus. Boz. Übers. 16. (1241 m. 16 K.) Leipzig 1853, Weber. Vergriffen. n 10.– ‒ David Copperfield. Boz. Übersetzg. Halle a. S., H. Gesenius. ‒ Der Affenmaler. Mariet. Übers. Stuttgart 1888, I. Engelhorn. n –.50; geb. n –.75 ‒ Die alte Geschichte. C. de Berkeley. Übers. 8. (320) Ebda. 1895. –.50; geb. –.75 ‒ Die Pickwickier. Boz. Übers. Halle a. S., H. Gesenius. ‒ Die Tochter des Malers. Mrs. Edwardes. Übers. ‒ Ein Iahr aus dem Leben einer Hausfrau in Süd Afrika. Lady Barker. Autor. Übers. 8. (333 m. 9 chemityp. Illustr.) Wien 1878, Hartleben. 4.50 ‒ Ein Millionär (Mr. Jervis). Rom, in 2 Bdn. B. M. Croker. Übers. Stuttgart 1898, I. Engelhorn. –.50; geb. –.75 ‒ Eine Tochter des Philisters. Rom. in 2 Bdn. H. H. Boyesen. Übers. 8. (296) Ebda. 1887. n –.50; geb. n –.75 ‒ Geopfert. G. Simmy. Übers. 8. (159) Ebda. 1894. –.50; geb. –.75 ‒ Harte Zeiten. Boz. Übers. 3 Bde. 16. (484 m. 12 K.) Halle a. S. 1856, H. Gesenius. n 3.– ‒ Jean Mornas. I. Claretie. Übers. 8. (159) Stuttgart 1889, I. Engelhorn. n –.50; geb. n –.75 ‒ Lady Dorotheas Gäste. Ouida. Übers. Ebda. 1888. ‒ Lea. Edwardes. Übers. ‒ Maruja. Rom. Bret Harte. 8. (144) Stuttgart 1885, I. Engelhorn. n –.50; geb. n –.75 ‒ Mein erster Klient u. andere Geschichten. H. Conway. Übers. 8. (159) Ebda. 1893 –.50; geb. –.75 ‒ Memoiren u. Briefwechsel. (1750–1848) Hrsg. v. Sir I. Herschel. Aus d. Engl. 8. (364) Berlin 1877, Hertz. n 7.– ‒ Mischa. Sittenbild aus Galizien. Marg. Paradowska. Übers. 8. (160) Stuttgart 1892, I. Engelhorn. n –.50; geb. n –.75 ‒ Oliver Twist. Boz. Übers. 16. 3 Tle. 4. Aufl. (507) Halle a. S. 1863, H. Gesenius. n 3.– ‒ Schwer geprüft. Rom. in 2 Bdn. I. Mastermann. Übers. 8. (312) Stuttgart 1892, I. Engelhorn. –.50; geb. –.75 ‒ Von der Grenze. Bret. Harte. Übers. 8. (160) Ebda. 1886. –.50; geb. –.75 ‒ Vornehme Gesellschaft. H. Aidé. Übers. 8. (159) Ebda. 1884. n –.50; geb. n –.75 ‒ Wilder Wein. Edwardes. Übers. a. d. Engl. 8. (273) Wien 1874, Hartleben. 11.– ‒ Wunderbare Gaben u. andere Geschichten. H. Conway. Übers. 8. (160) Stuttgart 1889, I. Engelhorn. n –.50; geb. n –.75 ‒ Zwischen Lipp' u. Kelchesrand. Rom. in 2 Bdn. (Le Journal de Mlle de Sommers.) C. de Berkeley. Übers. 8. (320) Ebda. 1893. –.50; geb. –.75;.;.",Leipzig,Blasewitz,Dresden,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119543559,Herzfeld,Frl. Marie,Herzfeld Marie,Kőszeg,Mining,1855-03-20,1940-09-22,"Herzfeld, Frl. Marie, Ps. H. M. Lyhne, Marianne Niederweelen, Wien III, Bechardgasse 24, geboren in Güns am 20. März 1855, ist","‒ An des Reiches Pforten. Von Knut Hamsun. Übersetzg. München 1895, A. Langens Verlag. 3.– ‒ Bei Mama. Von Arne Garborg. Übersetzg. 8. (389) Berlin 1891, S. Fischers Verlag. n 3.50; geb. n 4.50 ‒ Der Lotse und sein Weib. Von Lie. Übersetzg. 8. (164) Stuttgart 1889, I. Engelhorn. –.50; geb. –.75 ‒ Die Frau Gouverneurin von Paris. Von Math. Malling. Übersetzg. Kopenhagen 1896, A. F Host & Sön. 5.– ‒ Drauf los! Von Jonas Lie. Übersetzg. Stuttgart 1893, Deutsche Verlagsanstalt. ‒ Frieden. Rom. von Arne Garborg. Übersetzg. 8. (328) Berlin 1893, S. Fischers Verlag. 3.50; geb. 4.50 ‒ Grossvater. Von Jonas Lie. Übersetzg. 1895. Richard Taendlers Verlag. ‒ Kapitän Mansana. Von Björnson. Übersetzg. 8. (73) Halle 1888, Hendel. –.25 ‒ Menschen und Bücher. Litterarische Studien. 8. (172) Wien 1893, L. Weiss. n 3.50 ‒ Müde Seelen. Von Arne Garborg. Übersetzg. 8. (336) Berlin 1893, Fischer. n 3.50; geb. n 4.50 ‒ Novellen, Von I. P. Jacobsen. Übersetzg. 8. (125) Ebda. 1890. n 1.50 ‒ Parias. Von Ola Hansson. Übersetzg. 8. (155) Berlin 1890, Zoberbier. n 2.50",.,.,.,Wien,.,.,Wien,Güns,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116761873,Herzog,Adelaide,Herzog Adelaide,.,.,1850-12-09,.,"Herzog, Adelaide, geb. v. Gottberg. Biographie u. Werke s. Adelaide v. Gottberg-Herzog.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
